,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classify__criterion,param_classify__max_depth,param_classify__max_features,param_classify__min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
12,0.019692301750183105,0.0018423604316297434,0.002597999572753906,0.0004917790835274675,gini,4,auto,30,"{'classify__criterion': 'gini', 'classify__max_depth': 4, 'classify__max_features': 'auto', 'classify__min_samples_leaf': 30}",0.8440514469453376,0.8419078242229368,0.834941050375134,0.8161843515541265,0.8467309753483387,0.8928188638799571,0.8842443729903537,0.8542336548767417,0.872454448017149,0.8386923901393355,0.852625937834941,0.0225144175108253,1824
13,0.01928868293762207,0.002795326907379654,0.002699398994445801,0.0006418759915066042,gini,4,auto,40,"{'classify__criterion': 'gini', 'classify__max_depth': 4, 'classify__max_features': 'auto', 'classify__min_samples_leaf': 40}",0.857449088960343,0.8135048231511254,0.845123258306538,0.8483386923901394,0.8306538049303323,0.8703108252947481,0.8585209003215434,0.8622722400857449,0.7915326902465166,0.8606645230439443,0.8438370846730976,0.02361417165014946,1881
14,0.01941559314727783,0.002947833728938024,0.0029001235961914062,0.0006959056059639206,gini,4,auto,50,"{'classify__criterion': 'gini', 'classify__max_depth': 4, 'classify__max_features': 'auto', 'classify__min_samples_leaf': 50}",0.8440514469453376,0.8810289389067524,0.8494105037513398,0.8638799571275455,0.8520900321543409,0.887459807073955,0.8665594855305466,0.8660235798499464,0.8745980707395499,0.8354769560557342,0.8620578778135048,0.01578549276184226,1712
15,0.019784998893737794,0.002272763669116741,0.0024032831192016602,0.000664825430030885,gini,4,auto,75,"{'classify__criterion': 'gini', 'classify__max_depth': 4, 'classify__max_features': 'auto', 'classify__min_samples_leaf': 75}",0.8938906752411575,0.8445873526259379,0.852625937834941,0.8612004287245445,0.8794212218649518,0.8145766345123259,0.8735262593783494,0.8242229367631297,0.8510182207931404,0.8644158628081458,0.8559485530546624,0.02298129523209657,1792
16,0.01878776550292969,0.0029243314130505092,0.0021001100540161133,0.0005379595505071654,gini,4,auto,100,"{'classify__criterion': 'gini', 'classify__max_depth': 4, 'classify__max_features': 'auto', 'classify__min_samples_leaf': 100}",0.864951768488746,0.8060021436227224,0.8579849946409432,0.8472668810289389,0.8392282958199357,0.8660235798499464,0.872454448017149,0.8204715969989282,0.8590568060021436,0.8231511254019293,0.8456591639871384,0.021433547528114116,1869
17,0.018888139724731447,0.002545843213683523,0.0022010087966918947,0.000600082722030852,gini,4,auto,150,"{'classify__criterion': 'gini', 'classify__max_depth': 4, 'classify__max_features': 'auto', 'classify__min_samples_leaf': 150}",0.8488745980707395,0.8419078242229368,0.7979635584137191,0.8638799571275455,0.8606645230439443,0.8547695605573419,0.84994640943194,0.812433011789925,0.8729903536977492,0.8285101822079314,0.8431939978563772,0.022454639868005034,1884
18,0.01949265003204346,0.002581187772813503,0.002698063850402832,0.000779159841254962,gini,4,auto,2,"{'classify__criterion': 'gini', 'classify__max_depth': 4, 'classify__max_features': 'auto', 'classify__min_samples_leaf': 2}",0.8687031082529475,0.8762057877813505,0.8617363344051447,0.8633440514469454,0.8515541264737406,0.8461950696677385,0.8971061093247589,0.8536977491961415,0.8713826366559485,0.8569131832797428,0.8646838156484458,0.013967001639787943,1672
19,0.01801295280456543,0.0010310751587616928,0.0024015426635742186,0.0004905054653702567,gini,4,auto,3,"{'classify__criterion': 'gini', 'classify__max_depth': 4, 'classify__max_features': 'auto', 'classify__min_samples_leaf': 3}",0.8869239013933548,0.8719185423365488,0.8290460878885316,0.8729903536977492,0.8038585209003215,0.867631296891747,0.8333333333333334,0.8445873526259379,0.8692390139335477,0.8740621650589496,0.8553590568060022,0.02494058056083004,1798
20,0.018787360191345213,0.0014014069724271967,0.0025978803634643553,0.0006608600648665715,gini,4,auto,4,"{'classify__criterion': 'gini', 'classify__max_depth': 4, 'classify__max_features': 'auto', 'classify__min_samples_leaf': 4}",0.8070739549839229,0.8408360128617364,0.87513397642015,0.8558413719185424,0.8708467309753484,0.8403001071811361,0.84994640943194,0.8756698821007503,0.8644158628081458,0.8633440514469454,0.8543408360128618,0.01994375708400943,1804
21,0.01809215545654297,0.0011373773396798565,0.0024984121322631837,0.0009200963761199557,gini,4,auto,5,"{'classify__criterion': 'gini', 'classify__max_depth': 4, 'classify__max_features': 'auto', 'classify__min_samples_leaf': 5}",0.8633440514469454,0.8129689174705252,0.864951768488746,0.8654876741693462,0.8660235798499464,0.8917470525187567,0.8622722400857449,0.8708467309753484,0.8531618435155413,0.8638799571275455,0.8614683815648446,0.01866806496625491,1719
22,0.019791126251220703,0.0021350084208991466,0.0025977134704589845,0.0004883622706704046,gini,4,auto,6,"{'classify__criterion': 'gini', 'classify__max_depth': 4, 'classify__max_features': 'auto', 'classify__min_samples_leaf': 6}",0.8536977491961415,0.8478027867095391,0.8344051446945338,0.857449088960343,0.8745980707395499,0.8756698821007503,0.8558413719185424,0.8365487674169346,0.857449088960343,0.8467309753483387,0.8540192926045016,0.013041790777626771,1809
23,0.020988202095031737,0.0028961739295315556,0.002739834785461426,0.001447672119282553,gini,4,auto,7,"{'classify__criterion': 'gini', 'classify__max_depth': 4, 'classify__max_features': 'auto', 'classify__min_samples_leaf': 7}",0.8788853161843515,0.8140407288317256,0.8745980707395499,0.8628081457663451,0.8821007502679529,0.8633440514469454,0.8504823151125402,0.8231511254019293,0.8810289389067524,0.8762057877813505,0.8606645230439443,0.023104931883280187,1733
24,0.018191719055175783,0.0016613076810162836,0.0028961896896362305,0.0008316810574536616,gini,4,auto,8,"{'classify__criterion': 'gini', 'classify__max_depth': 4, 'classify__max_features': 'auto', 'classify__min_samples_leaf': 8}",0.8247588424437299,0.8606645230439443,0.84994640943194,0.857449088960343,0.830117899249732,0.8520900321543409,0.8590568060021436,0.8697749196141479,0.8735262593783494,0.8928188638799571,0.8570203644158628,0.01890281473530427,1784
25,0.01948873996734619,0.002457888466953232,0.002398681640625,0.000489921671091307,gini,4,auto,9,"{'classify__criterion': 'gini', 'classify__max_depth': 4, 'classify__max_features': 'auto', 'classify__min_samples_leaf': 9}",0.8317256162915327,0.8708467309753484,0.8478027867095391,0.8638799571275455,0.8531618435155413,0.8435155412647374,0.8590568060021436,0.8810289389067524,0.8590568060021436,0.8129689174705252,0.852304394426581,0.01860943568211383,1829
26,0.020687055587768555,0.002682801634276328,0.0025999784469604493,0.0008031681482655903,gini,4,auto,10,"{'classify__criterion': 'gini', 'classify__max_depth': 4, 'classify__max_features': 'auto', 'classify__min_samples_leaf': 10}",0.852625937834941,0.8778135048231511,0.8215434083601286,0.8392282958199357,0.8290460878885316,0.8660235798499464,0.8783494105037514,0.8397642015005359,0.8585209003215434,0.8665594855305466,0.8529474812433012,0.018895824554927908,1819
27,0.01898801326751709,0.0021916709530937404,0.0024994373321533202,0.0006704904523556284,gini,4,auto,11,"{'classify__criterion': 'gini', 'classify__max_depth': 4, 'classify__max_features': 'auto', 'classify__min_samples_leaf': 11}",0.8585209003215434,0.8435155412647374,0.8504823151125402,0.8735262593783494,0.8504823151125402,0.8461950696677385,0.8638799571275455,0.7888531618435155,0.8713826366559485,0.8617363344051447,0.8508574490889602,0.022808500851461553,1841
28,0.018817210197448732,0.002103347061660223,0.002299380302429199,0.0007796485563703003,gini,4,auto,15,"{'classify__criterion': 'gini', 'classify__max_depth': 4, 'classify__max_features': 'auto', 'classify__min_samples_leaf': 15}",0.8579849946409432,0.8628081457663451,0.8558413719185424,0.8633440514469454,0.8563772775991425,0.8408360128617364,0.8670953912111469,0.8403001071811361,0.7893890675241158,0.8547695605573419,0.8488745980707396,0.021528472477131785,1854
