,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_leaf_size,param_metric,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
61,0.016749858856201172,0.006249666213989258,0.014752030372619629,0.0017489194869995117,20,minkowski,2,distance,"{'leaf_size': 20, 'metric': 'minkowski', 'n_neighbors': 2, 'weights': 'distance'}",0.4892703862660944,0.47639484978540775,0.48283261802575106,0.006437768240343339,1
62,0.03499937057495117,0.008502483367919922,0.01624929904937744,0.0012487173080444336,20,minkowski,3,uniform,"{'leaf_size': 20, 'metric': 'minkowski', 'n_neighbors': 3, 'weights': 'uniform'}",0.3948497854077253,0.3605150214592275,0.3776824034334764,0.017167381974248913,67
63,0.008998394012451172,0.0009996891021728516,0.014750957489013672,0.002251148223876953,20,minkowski,3,distance,"{'leaf_size': 20, 'metric': 'minkowski', 'n_neighbors': 3, 'weights': 'distance'}",0.4892703862660944,0.44635193133047213,0.4678111587982833,0.02145922746781115,10
64,0.02599954605102539,0.003498554229736328,0.018500804901123047,0.0009999275207519531,20,minkowski,5,uniform,"{'leaf_size': 20, 'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'uniform'}",0.36909871244635195,0.4034334763948498,0.38626609442060084,0.017167381974248913,58
65,0.022000670433044434,0.012000679969787598,0.016499638557434082,0.0005005598068237305,20,minkowski,5,distance,"{'leaf_size': 20, 'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'}",0.4291845493562232,0.45064377682403434,0.43991416309012876,0.010729613733905574,19
66,0.013499617576599121,0.001999974250793457,0.018000125885009766,0.0015003681182861328,20,minkowski,6,uniform,"{'leaf_size': 20, 'metric': 'minkowski', 'n_neighbors': 6, 'weights': 'uniform'}",0.36909871244635195,0.3776824034334764,0.37339055793991416,0.004291845493562235,73
67,0.009000420570373535,0.0004996061325073242,0.012999296188354492,0.0009989738464355469,20,minkowski,6,distance,"{'leaf_size': 20, 'metric': 'minkowski', 'n_neighbors': 6, 'weights': 'distance'}",0.39914163090128757,0.44206008583690987,0.4206008583690987,0.02145922746781115,34
68,0.013001084327697754,0.0029996633529663086,0.01774883270263672,0.0012493133544921875,20,minkowski,7,uniform,"{'leaf_size': 20, 'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'uniform'}",0.36909871244635195,0.36909871244635195,0.36909871244635195,0.0,79
69,0.010250568389892578,0.0022497177124023438,0.01874983310699463,0.0017510652542114258,20,minkowski,7,distance,"{'leaf_size': 20, 'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'distance'}",0.3905579399141631,0.4334763948497854,0.41201716738197425,0.02145922746781115,43
70,0.010999083518981934,0.0010002851486206055,0.01650083065032959,0.001000046730041504,20,euclidean,2,uniform,"{'leaf_size': 20, 'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'}",0.44635193133047213,0.41630901287553645,0.4313304721030043,0.015021459227467837,28
71,0.009749412536621094,0.0002484321594238281,0.013250470161437988,0.0012489557266235352,20,euclidean,2,distance,"{'leaf_size': 20, 'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'distance'}",0.4892703862660944,0.47639484978540775,0.48283261802575106,0.006437768240343339,1
72,0.014001965522766113,0.0010017156600952148,0.01949930191040039,7.152557373046875e-07,20,euclidean,3,uniform,"{'leaf_size': 20, 'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'uniform'}",0.3948497854077253,0.3605150214592275,0.3776824034334764,0.017167381974248913,67
