,REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,PERCENT POSITIVE
10454,States,New York,2014,25,364,0.27
10455,States,North Carolina,2014,25,X,X
10456,States,North Dakota,2014,25,X,X
10457,States,Ohio,2014,25,16,6.25
10458,States,Oklahoma,2014,25,67,0
10459,States,Oregon,2014,25,18,0
10460,States,Pennsylvania,2014,25,127,0
10461,States,Rhode Island,2014,25,X,X
10462,States,South Carolina,2014,25,15,0
10463,States,South Dakota,2014,25,95,0
10464,States,Tennessee,2014,25,22,0
10465,States,Texas,2014,25,381,1.57
10466,States,Utah,2014,25,237,5.06
10467,States,Vermont,2014,25,X,X
10468,States,Virginia,2014,25,21,0
10469,States,Washington,2014,25,160,4.38
10470,States,West Virginia,2014,25,139,0
10471,States,Wisconsin,2014,25,14,0
10472,States,Wyoming,2014,25,X,X
10473,States,Puerto Rico,2014,25,19,84.21
10474,States,Virgin Islands,2014,25,0,0
10475,States,New York City,2014,25,X,X
10476,States,Alabama,2014,26,48,0
10477,States,Alaska,2014,26,67,25.37
10478,States,Arizona,2014,26,47,14.89
10479,States,Arkansas,2014,26,19,0
10480,States,California,2014,26,219,2.28
10481,States,Colorado,2014,26,108,0.93
10482,States,Connecticut,2014,26,113,2.65
10483,States,Delaware,2014,26,X,X
10484,States,District of Columbia,2014,26,X,X
10485,States,Florida,2014,26,X,X
10486,States,Georgia,2014,26,130,0
10487,States,Hawaii,2014,26,273,18.68
10488,States,Idaho,2014,26,X,X
10489,States,Illinois,2014,26,69,2.9
10490,States,Indiana,2014,26,49,0
10491,States,Iowa,2014,26,X,X
10492,States,Kansas,2014,26,X,X
10493,States,Kentucky,2014,26,61,1.64
10494,States,Louisiana,2014,26,X,X
10495,States,Maine,2014,26,X,X
10496,States,Maryland,2014,26,15,0
10497,States,Massachusetts,2014,26,16,0
10498,States,Michigan,2014,26,X,X
10499,States,Minnesota,2014,26,63,0
10500,States,Mississippi,2014,26,11,9.09
10501,States,Missouri,2014,26,235,0
10502,States,Montana,2014,26,12,0
10503,States,Nebraska,2014,26,35,0
10504,States,Nevada,2014,26,X,X
10505,States,New Hampshire,2014,26,X,X
10506,States,New Jersey,2014,26,X,X
10507,States,New Mexico,2014,26,10,0
10508,States,New York,2014,26,378,0.26
10509,States,North Carolina,2014,26,X,X
10510,States,North Dakota,2014,26,X,X
10511,States,Ohio,2014,26,18,0
10512,States,Oklahoma,2014,26,73,1.37
10513,States,Oregon,2014,26,13,0
10514,States,Pennsylvania,2014,26,90,0
10515,States,Rhode Island,2014,26,X,X
10516,States,South Carolina,2014,26,15,0
10517,States,South Dakota,2014,26,73,5.48
10518,States,Tennessee,2014,26,X,X
10519,States,Texas,2014,26,314,0.32
10520,States,Utah,2014,26,231,3.9
10521,States,Vermont,2014,26,X,X
10522,States,Virginia,2014,26,22,0
10523,States,Washington,2014,26,120,2.5
10524,States,West Virginia,2014,26,122,0
10525,States,Wisconsin,2014,26,15,0
10526,States,Wyoming,2014,26,X,X
10527,States,Puerto Rico,2014,26,19,68.42
10528,States,Virgin Islands,2014,26,0,0
10529,States,New York City,2014,26,X,X
10530,States,Alabama,2014,27,43,0
10531,States,Alaska,2014,27,40,22.5
10532,States,Arizona,2014,27,29,3.45
10533,States,Arkansas,2014,27,16,0
10534,States,California,2014,27,196,1.53
10535,States,Colorado,2014,27,101,0
10536,States,Connecticut,2014,27,110,0
10537,States,Delaware,2014,27,X,X
10538,States,District of Columbia,2014,27,X,X
10539,States,Florida,2014,27,X,X
10540,States,Georgia,2014,27,142,2.11
10541,States,Hawaii,2014,27,274,17.15
10542,States,Idaho,2014,27,X,X
10543,States,Illinois,2014,27,58,0
10544,States,Indiana,2014,27,35,0
10545,States,Iowa,2014,27,X,X
10546,States,Kansas,2014,27,X,X
10547,States,Kentucky,2014,27,46,0
10548,States,Louisiana,2014,27,X,X
10549,States,Maine,2014,27,X,X
10550,States,Maryland,2014,27,15,6.67
10551,States,Massachusetts,2014,27,14,0
10552,States,Michigan,2014,27,X,X
10553,States,Minnesota,2014,27,52,0
10554,States,Mississippi,2014,27,X,X
10555,States,Missouri,2014,27,193,0
10556,States,Montana,2014,27,32,3.13
10557,States,Nebraska,2014,27,45,0
10558,States,Nevada,2014,27,X,X
10559,States,New Hampshire,2014,27,X,X
10560,States,New Jersey,2014,27,X,X
10561,States,New Mexico,2014,27,X,X
10562,States,New York,2014,27,387,0.26
10563,States,North Carolina,2014,27,X,X
10564,States,North Dakota,2014,27,X,X
10565,States,Ohio,2014,27,X,X
10566,States,Oklahoma,2014,27,42,2.38
10567,States,Oregon,2014,27,X,X
10568,States,Pennsylvania,2014,27,63,1.59
10569,States,Rhode Island,2014,27,X,X
10570,States,South Carolina,2014,27,14,0
10571,States,South Dakota,2014,27,66,0
10572,States,Tennessee,2014,27,14,0
10573,States,Texas,2014,27,292,0
10574,States,Utah,2014,27,173,3.47
10575,States,Vermont,2014,27,X,X
10576,States,Virginia,2014,27,10,0
10577,States,Washington,2014,27,136,3.68
10578,States,West Virginia,2014,27,110,0
10579,States,Wisconsin,2014,27,X,X
10580,States,Wyoming,2014,27,X,X
10581,States,Puerto Rico,2014,27,18,66.67
10582,States,Virgin Islands,2014,27,0,0
10583,States,New York City,2014,27,X,X
10584,States,Alabama,2014,28,44,0
10585,States,Alaska,2014,28,35,37.14
10586,States,Arizona,2014,28,29,3.45
10587,States,Arkansas,2014,28,14,0
10588,States,California,2014,28,200,2
10589,States,Colorado,2014,28,94,0
10590,States,Connecticut,2014,28,105,0
10591,States,Delaware,2014,28,X,X
10592,States,District of Columbia,2014,28,X,X
10593,States,Florida,2014,28,X,X
10594,States,Georgia,2014,28,124,0.81
10595,States,Hawaii,2014,28,203,22.17
10596,States,Idaho,2014,28,X,X
10597,States,Illinois,2014,28,63,0
10598,States,Indiana,2014,28,27,0
10599,States,Iowa,2014,28,X,X
10600,States,Kansas,2014,28,X,X
10601,States,Kentucky,2014,28,56,0
10602,States,Louisiana,2014,28,X,X
10603,States,Maine,2014,28,X,X
10604,States,Maryland,2014,28,X,X
10605,States,Massachusetts,2014,28,21,0
10606,States,Michigan,2014,28,X,X
10607,States,Minnesota,2014,28,64,4.69
10608,States,Mississippi,2014,28,X,X
10609,States,Missouri,2014,28,233,0.86
10610,States,Montana,2014,28,23,4.35
10611,States,Nebraska,2014,28,17,0
10612,States,Nevada,2014,28,X,X
10613,States,New Hampshire,2014,28,X,X
10614,States,New Jersey,2014,28,X,X
10615,States,New Mexico,2014,28,12,0
10616,States,New York,2014,28,368,0.82
10617,States,North Carolina,2014,28,X,X
10618,States,North Dakota,2014,28,X,X
10619,States,Ohio,2014,28,X,X
10620,States,Oklahoma,2014,28,49,0
10621,States,Oregon,2014,28,X,X
10622,States,Pennsylvania,2014,28,66,0
10623,States,Rhode Island,2014,28,X,X
10624,States,South Carolina,2014,28,14,0
10625,States,South Dakota,2014,28,70,1.43
10626,States,Tennessee,2014,28,14,0
10627,States,Texas,2014,28,310,0.65
10628,States,Utah,2014,28,194,0
10629,States,Vermont,2014,28,X,X
10630,States,Virginia,2014,28,29,0
10631,States,Washington,2014,28,116,3.45
10632,States,West Virginia,2014,28,88,1.14
10633,States,Wisconsin,2014,28,X,X
10634,States,Wyoming,2014,28,X,X
10635,States,Puerto Rico,2014,28,28,78.57
10636,States,Virgin Islands,2014,28,0,0
10637,States,New York City,2014,28,X,X
10638,States,Alabama,2014,29,48,0
10639,States,Alaska,2014,29,36,25
10640,States,Arizona,2014,29,21,0
10641,States,Arkansas,2014,29,30,0
10642,States,California,2014,29,192,1.56
10643,States,Colorado,2014,29,107,0
10644,States,Connecticut,2014,29,92,0
10645,States,Delaware,2014,29,X,X
10646,States,District of Columbia,2014,29,X,X
10647,States,Florida,2014,29,X,X
10648,States,Georgia,2014,29,128,1.56
10649,States,Hawaii,2014,29,235,17.02
10650,States,Idaho,2014,29,X,X
10651,States,Illinois,2014,29,61,0
10652,States,Indiana,2014,29,24,0
10653,States,Iowa,2014,29,X,X
10654,States,Kansas,2014,29,X,X
10655,States,Kentucky,2014,29,51,0
10656,States,Louisiana,2014,29,X,X
10657,States,Maine,2014,29,X,X
10658,States,Maryland,2014,29,14,0
10659,States,Massachusetts,2014,29,21,0
10660,States,Michigan,2014,29,X,X
10661,States,Minnesota,2014,29,50,0
10662,States,Mississippi,2014,29,X,X
10663,States,Missouri,2014,29,213,0.47
10664,States,Montana,2014,29,39,2.56
10665,States,Nebraska,2014,29,24,0
10666,States,Nevada,2014,29,X,X
10667,States,New Hampshire,2014,29,X,X
10668,States,New Jersey,2014,29,X,X
10669,States,New Mexico,2014,29,X,X
10670,States,New York,2014,29,340,0.59
10671,States,North Carolina,2014,29,X,X
10672,States,North Dakota,2014,29,X,X
10673,States,Ohio,2014,29,13,0
10674,States,Oklahoma,2014,29,53,0
10675,States,Oregon,2014,29,X,X
10676,States,Pennsylvania,2014,29,69,0
10677,States,Rhode Island,2014,29,X,X
10678,States,South Carolina,2014,29,14,0
10679,States,South Dakota,2014,29,83,0
10680,States,Tennessee,2014,29,13,0
10681,States,Texas,2014,29,341,0.59
10682,States,Utah,2014,29,213,0.47
10683,States,Vermont,2014,29,X,X
10684,States,Virginia,2014,29,26,0
10685,States,Washington,2014,29,105,0.95
10686,States,West Virginia,2014,29,111,0
10687,States,Wisconsin,2014,29,23,8.7
10688,States,Wyoming,2014,29,X,X
10689,States,Puerto Rico,2014,29,27,74.07
10690,States,Virgin Islands,2014,29,0,0
10691,States,New York City,2014,29,X,X
10692,States,Alabama,2014,30,35,0
10693,States,Alaska,2014,30,25,28
10694,States,Arizona,2014,30,20,0
10695,States,Arkansas,2014,30,X,X
10696,States,California,2014,30,227,3.08
10697,States,Colorado,2014,30,103,0
10698,States,Connecticut,2014,30,95,0
10699,States,Delaware,2014,30,X,X
10700,States,District of Columbia,2014,30,X,X
10701,States,Florida,2014,30,X,X
10702,States,Georgia,2014,30,121,1.65
10703,States,Hawaii,2014,30,263,15.97
10704,States,Idaho,2014,30,X,X
10705,States,Illinois,2014,30,48,2.08
10706,States,Indiana,2014,30,39,0
10707,States,Iowa,2014,30,X,X
10708,States,Kansas,2014,30,X,X
10709,States,Kentucky,2014,30,67,0
10710,States,Louisiana,2014,30,X,X
10711,States,Maine,2014,30,X,X
10712,States,Maryland,2014,30,12,0
10713,States,Massachusetts,2014,30,19,0
10714,States,Michigan,2014,30,X,X
10715,States,Minnesota,2014,30,51,0
10716,States,Mississippi,2014,30,X,X
10717,States,Missouri,2014,30,236,0.42
10718,States,Montana,2014,30,37,2.7
10719,States,Nebraska,2014,30,19,0
10720,States,Nevada,2014,30,X,X
10721,States,New Hampshire,2014,30,X,X
10722,States,New Jersey,2014,30,X,X
10723,States,New Mexico,2014,30,X,X
10724,States,New York,2014,30,357,0
10725,States,North Carolina,2014,30,X,X
10726,States,North Dakota,2014,30,X,X
10727,States,Ohio,2014,30,12,0
10728,States,Oklahoma,2014,30,62,1.61
10729,States,Oregon,2014,30,X,X
10730,States,Pennsylvania,2014,30,77,0
10731,States,Rhode Island,2014,30,X,X
10732,States,South Carolina,2014,30,X,X
10733,States,South Dakota,2014,30,60,0
10734,States,Tennessee,2014,30,X,X
10735,States,Texas,2014,30,272,0.37
10736,States,Utah,2014,30,173,0
10737,States,Vermont,2014,30,X,X
10738,States,Virginia,2014,30,24,0
10739,States,Washington,2014,30,133,0.75
10740,States,West Virginia,2014,30,90,0
10741,States,Wisconsin,2014,30,10,0
10742,States,Wyoming,2014,30,X,X
10743,States,Puerto Rico,2014,30,31,51.61
10744,States,Virgin Islands,2014,30,0,0
10745,States,New York City,2014,30,X,X
10746,States,Alabama,2014,31,45,0
10747,States,Alaska,2014,31,43,25.58
10748,States,Arizona,2014,31,25,4
10749,States,Arkansas,2014,31,11,0
10750,States,California,2014,31,192,0.52
10751,States,Colorado,2014,31,80,0
10752,States,Connecticut,2014,31,70,0
10753,States,Delaware,2014,31,X,X
10754,States,District of Columbia,2014,31,X,X
10755,States,Florida,2014,31,X,X
10756,States,Georgia,2014,31,136,0.74
10757,States,Hawaii,2014,31,191,27.23
10758,States,Idaho,2014,31,X,X
10759,States,Illinois,2014,31,49,0
10760,States,Indiana,2014,31,41,0
10761,States,Iowa,2014,31,X,X
10762,States,Kansas,2014,31,X,X
10763,States,Kentucky,2014,31,41,0
10764,States,Louisiana,2014,31,X,X
10765,States,Maine,2014,31,X,X
10766,States,Maryland,2014,31,X,X
10767,States,Massachusetts,2014,31,15,0
10768,States,Michigan,2014,31,X,X
10769,States,Minnesota,2014,31,57,1.75
10770,States,Mississippi,2014,31,X,X
10771,States,Missouri,2014,31,243,0
10772,States,Montana,2014,31,28,3.57
10773,States,Nebraska,2014,31,20,0
10774,States,Nevada,2014,31,X,X
10775,States,New Hampshire,2014,31,X,X
10776,States,New Jersey,2014,31,X,X
10777,States,New Mexico,2014,31,X,X
10778,States,New York,2014,31,322,0.62
10779,States,North Carolina,2014,31,X,X
10780,States,North Dakota,2014,31,X,X
10781,States,Ohio,2014,31,X,X
10782,States,Oklahoma,2014,31,65,0
10783,States,Oregon,2014,31,11,0
10784,States,Pennsylvania,2014,31,68,0
10785,States,Rhode Island,2014,31,X,X
10786,States,South Carolina,2014,31,14,7.14
10787,States,South Dakota,2014,31,81,0
10788,States,Tennessee,2014,31,14,0
10789,States,Texas,2014,31,240,0.42
10790,States,Utah,2014,31,185,0.54
10791,States,Vermont,2014,31,X,X
10792,States,Virginia,2014,31,29,0
10793,States,Washington,2014,31,111,1.8
10794,States,West Virginia,2014,31,122,0
10795,States,Wisconsin,2014,31,10,10
10796,States,Wyoming,2014,31,X,X
10797,States,Puerto Rico,2014,31,19,57.89
10798,States,Virgin Islands,2014,31,0,0
10799,States,New York City,2014,31,X,X
10800,States,Alabama,2014,32,35,0
10801,States,Alaska,2014,32,24,8.33
10802,States,Arizona,2014,32,23,4.35
10803,States,Arkansas,2014,32,16,0
10804,States,California,2014,32,178,2.25
10805,States,Colorado,2014,32,103,0
10806,States,Connecticut,2014,32,69,1.45
10807,States,Delaware,2014,32,10,0
10808,States,District of Columbia,2014,32,X,X
10809,States,Florida,2014,32,X,X
10810,States,Georgia,2014,32,96,1.04
10811,States,Hawaii,2014,32,237,17.72
10812,States,Idaho,2014,32,X,X
10813,States,Illinois,2014,32,39,0
10814,States,Indiana,2014,32,30,3.33
10815,States,Iowa,2014,32,X,X
10816,States,Kansas,2014,32,X,X
10817,States,Kentucky,2014,32,46,0
10818,States,Louisiana,2014,32,X,X
10819,States,Maine,2014,32,X,X
10820,States,Maryland,2014,32,15,6.67
10821,States,Massachusetts,2014,32,16,0
10822,States,Michigan,2014,32,X,X
10823,States,Minnesota,2014,32,50,8
10824,States,Mississippi,2014,32,X,X
10825,States,Missouri,2014,32,263,0
10826,States,Montana,2014,32,31,0
10827,States,Nebraska,2014,32,19,0
10828,States,Nevada,2014,32,X,X
10829,States,New Hampshire,2014,32,X,X
10830,States,New Jersey,2014,32,X,X
10831,States,New Mexico,2014,32,X,X
10832,States,New York,2014,32,255,0
10833,States,North Carolina,2014,32,X,X
10834,States,North Dakota,2014,32,X,X
10835,States,Ohio,2014,32,X,X
10836,States,Oklahoma,2014,32,75,0
10837,States,Oregon,2014,32,13,0
10838,States,Pennsylvania,2014,32,80,0
10839,States,Rhode Island,2014,32,X,X
10840,States,South Carolina,2014,32,18,5.56
10841,States,South Dakota,2014,32,73,2.74
10842,States,Tennessee,2014,32,20,5
10843,States,Texas,2014,32,226,0.88
10844,States,Utah,2014,32,180,0
10845,States,Vermont,2014,32,X,X
10846,States,Virginia,2014,32,31,0
10847,States,Washington,2014,32,128,0.78
10848,States,West Virginia,2014,32,126,0
10849,States,Wisconsin,2014,32,X,X
10850,States,Wyoming,2014,32,X,X
10851,States,Puerto Rico,2014,32,11,54.55
10852,States,Virgin Islands,2014,32,0,0
10853,States,New York City,2014,32,X,X
10854,States,Alabama,2014,33,45,0
10855,States,Alaska,2014,33,20,10
10856,States,Arizona,2014,33,20,0
10857,States,Arkansas,2014,33,17,0
10858,States,California,2014,33,204,1.96
10859,States,Colorado,2014,33,97,0
10860,States,Connecticut,2014,33,115,0
10861,States,Delaware,2014,33,X,X
10862,States,District of Columbia,2014,33,X,X
10863,States,Florida,2014,33,X,X
10864,States,Georgia,2014,33,166,1.81
10865,States,Hawaii,2014,33,244,16.39
10866,States,Idaho,2014,33,X,X
10867,States,Illinois,2014,33,59,0
10868,States,Indiana,2014,33,47,2.13
10869,States,Iowa,2014,33,X,X
10870,States,Kansas,2014,33,X,X
10871,States,Kentucky,2014,33,62,0
10872,States,Louisiana,2014,33,X,X
10873,States,Maine,2014,33,X,X
10874,States,Maryland,2014,33,X,X
10875,States,Massachusetts,2014,33,17,5.88
10876,States,Michigan,2014,33,X,X
10877,States,Minnesota,2014,33,44,4.55
10878,States,Mississippi,2014,33,X,X
10879,States,Missouri,2014,33,303,0
10880,States,Montana,2014,33,41,0
10881,States,Nebraska,2014,33,24,4.17
10882,States,Nevada,2014,33,11,0
10883,States,New Hampshire,2014,33,X,X
10884,States,New Jersey,2014,33,X,X
10885,States,New Mexico,2014,33,X,X
10886,States,New York,2014,33,302,0.66
10887,States,North Carolina,2014,33,X,X
10888,States,North Dakota,2014,33,X,X
10889,States,Ohio,2014,33,X,X
10890,States,Oklahoma,2014,33,64,0
10891,States,Oregon,2014,33,12,0
10892,States,Pennsylvania,2014,33,63,0
10893,States,Rhode Island,2014,33,X,X
10894,States,South Carolina,2014,33,22,4.55
10895,States,South Dakota,2014,33,103,0.97
10896,States,Tennessee,2014,33,17,0
10897,States,Texas,2014,33,212,0.47
10898,States,Utah,2014,33,194,0
10899,States,Vermont,2014,33,X,X
10900,States,Virginia,2014,33,22,0
10901,States,Washington,2014,33,118,0.85
10902,States,West Virginia,2014,33,109,0
10903,States,Wisconsin,2014,33,28,7.14
10904,States,Wyoming,2014,33,X,X
10905,States,Puerto Rico,2014,33,23,60.87
10906,States,Virgin Islands,2014,33,0,0
10907,States,New York City,2014,33,X,X
10908,States,Alabama,2014,34,49,0
10909,States,Alaska,2014,34,16,6.25
10910,States,Arizona,2014,34,38,5.26
10911,States,Arkansas,2014,34,17,0
10912,States,California,2014,34,192,0.52
10913,States,Colorado,2014,34,132,1.52
10914,States,Connecticut,2014,34,75,1.33
10915,States,Delaware,2014,34,X,X
10916,States,District of Columbia,2014,34,X,X
10917,States,Florida,2014,34,X,X
10918,States,Georgia,2014,34,262,1.91
10919,States,Hawaii,2014,34,215,23.72
10920,States,Idaho,2014,34,X,X
10921,States,Illinois,2014,34,52,0
10922,States,Indiana,2014,34,44,0
10923,States,Iowa,2014,34,X,X
10924,States,Kansas,2014,34,X,X
10925,States,Kentucky,2014,34,66,0
10926,States,Louisiana,2014,34,X,X
10927,States,Maine,2014,34,X,X
10928,States,Maryland,2014,34,10,0
10929,States,Massachusetts,2014,34,14,0
10930,States,Michigan,2014,34,X,X
10931,States,Minnesota,2014,34,62,0
10932,States,Mississippi,2014,34,12,0
10933,States,Missouri,2014,34,421,0
10934,States,Montana,2014,34,30,0
10935,States,Nebraska,2014,34,21,0
10936,States,Nevada,2014,34,X,X
10937,States,New Hampshire,2014,34,X,X
10938,States,New Jersey,2014,34,X,X
10939,States,New Mexico,2014,34,X,X
10940,States,New York,2014,34,267,0.75
10941,States,North Carolina,2014,34,10,0
10942,States,North Dakota,2014,34,X,X
10943,States,Ohio,2014,34,14,14.29
10944,States,Oklahoma,2014,34,54,0
10945,States,Oregon,2014,34,X,X
10946,States,Pennsylvania,2014,34,60,0
10947,States,Rhode Island,2014,34,X,X
10948,States,South Carolina,2014,34,22,0
10949,States,South Dakota,2014,34,78,2.56
10950,States,Tennessee,2014,34,17,0
10951,States,Texas,2014,34,210,1.43
10952,States,Utah,2014,34,210,0
10953,States,Vermont,2014,34,X,X
10954,States,Virginia,2014,34,14,0
10955,States,Washington,2014,34,103,0
10956,States,West Virginia,2014,34,159,0
10957,States,Wisconsin,2014,34,14,0
10958,States,Wyoming,2014,34,X,X
10959,States,Puerto Rico,2014,34,19,31.58
10960,States,Virgin Islands,2014,34,0,0
10961,States,New York City,2014,34,X,X
10962,States,Alabama,2014,35,51,0
10963,States,Alaska,2014,35,32,25
10964,States,Arizona,2014,35,20,5
10965,States,Arkansas,2014,35,14,0
10966,States,California,2014,35,216,0.46
10967,States,Colorado,2014,35,165,0
10968,States,Connecticut,2014,35,81,0
10969,States,Delaware,2014,35,10,0
10970,States,District of Columbia,2014,35,X,X
10971,States,Florida,2014,35,X,X
10972,States,Georgia,2014,35,253,1.19
10973,States,Hawaii,2014,35,242,18.6
10974,States,Idaho,2014,35,X,X
10975,States,Illinois,2014,35,48,4.17
10976,States,Indiana,2014,35,47,0
10977,States,Iowa,2014,35,X,X
10978,States,Kansas,2014,35,X,X
10979,States,Kentucky,2014,35,76,0
10980,States,Louisiana,2014,35,X,X
10981,States,Maine,2014,35,X,X
10982,States,Maryland,2014,35,X,X
10983,States,Massachusetts,2014,35,12,16.67
10984,States,Michigan,2014,35,X,X
10985,States,Minnesota,2014,35,46,2.17
10986,States,Mississippi,2014,35,10,0
10987,States,Missouri,2014,35,659,0
10988,States,Montana,2014,35,24,0
10989,States,Nebraska,2014,35,20,0
10990,States,Nevada,2014,35,X,X
10991,States,New Hampshire,2014,35,X,X
10992,States,New Jersey,2014,35,X,X
10993,States,New Mexico,2014,35,X,X
10994,States,New York,2014,35,290,0.34
10995,States,North Carolina,2014,35,X,X
10996,States,North Dakota,2014,35,X,X
10997,States,Ohio,2014,35,17,11.76
10998,States,Oklahoma,2014,35,78,0
10999,States,Oregon,2014,35,17,0
11000,States,Pennsylvania,2014,35,54,0
11001,States,Rhode Island,2014,35,X,X
11002,States,South Carolina,2014,35,12,8.33
11003,States,South Dakota,2014,35,108,1.85
11004,States,Tennessee,2014,35,23,0
11005,States,Texas,2014,35,264,1.14
11006,States,Utah,2014,35,202,0
11007,States,Vermont,2014,35,X,X
11008,States,Virginia,2014,35,22,0
11009,States,Washington,2014,35,108,0.93
11010,States,West Virginia,2014,35,167,0
11011,States,Wisconsin,2014,35,14,7.14
11012,States,Wyoming,2014,35,X,X
11013,States,Puerto Rico,2014,35,24,79.17
11014,States,Virgin Islands,2014,35,0,0
11015,States,New York City,2014,35,X,X
11016,States,Alabama,2014,36,51,0
11017,States,Alaska,2014,36,36,30.56
11018,States,Arizona,2014,36,23,4.35
11019,States,Arkansas,2014,36,21,0
11020,States,California,2014,36,252,0
11021,States,Colorado,2014,36,195,0
11022,States,Connecticut,2014,36,85,0
11023,States,Delaware,2014,36,X,X
11024,States,District of Columbia,2014,36,X,X
11025,States,Florida,2014,36,X,X
11026,States,Georgia,2014,36,270,2.59
11027,States,Hawaii,2014,36,237,16.46
11028,States,Idaho,2014,36,X,X
11029,States,Illinois,2014,36,54,0
11030,States,Indiana,2014,36,49,0
11031,States,Iowa,2014,36,X,X
11032,States,Kansas,2014,36,X,X
11033,States,Kentucky,2014,36,82,0
11034,States,Louisiana,2014,36,17,5.88
11035,States,Maine,2014,36,X,X
11036,States,Maryland,2014,36,14,0
11037,States,Massachusetts,2014,36,16,0
11038,States,Michigan,2014,36,X,X
11039,States,Minnesota,2014,36,53,3.77
11040,States,Mississippi,2014,36,10,10
11041,States,Missouri,2014,36,501,0.6
11042,States,Montana,2014,36,27,0
11043,States,Nebraska,2014,36,23,0
11044,States,Nevada,2014,36,12,0
11045,States,New Hampshire,2014,36,X,X
11046,States,New Jersey,2014,36,X,X
11047,States,New Mexico,2014,36,X,X
11048,States,New York,2014,36,308,1.3
11049,States,North Carolina,2014,36,X,X
11050,States,North Dakota,2014,36,12,8.33
11051,States,Ohio,2014,36,13,0
11052,States,Oklahoma,2014,36,109,0
11053,States,Oregon,2014,36,13,0
11054,States,Pennsylvania,2014,36,84,0
11055,States,Rhode Island,2014,36,X,X
11056,States,South Carolina,2014,36,21,0
11057,States,South Dakota,2014,36,148,0
11058,States,Tennessee,2014,36,18,0
11059,States,Texas,2014,36,329,0.3
11060,States,Utah,2014,36,261,0
11061,States,Vermont,2014,36,X,X
11062,States,Virginia,2014,36,26,3.85
11063,States,Washington,2014,36,111,0.9
11064,States,West Virginia,2014,36,227,0
11065,States,Wisconsin,2014,36,23,4.35
11066,States,Wyoming,2014,36,X,X
11067,States,Puerto Rico,2014,36,17,35.29
11068,States,Virgin Islands,2014,36,0,0
11069,States,New York City,2014,36,X,X
11070,States,Alabama,2014,37,49,0
11071,States,Alaska,2014,37,47,25.53
11072,States,Arizona,2014,37,26,0
11073,States,Arkansas,2014,37,36,5.56
11074,States,California,2014,37,278,0
11075,States,Colorado,2014,37,249,0
11076,States,Connecticut,2014,37,107,0
11077,States,Delaware,2014,37,X,X
11078,States,District of Columbia,2014,37,X,X
11079,States,Florida,2014,37,X,X
11080,States,Georgia,2014,37,290,2.76
11081,States,Hawaii,2014,37,250,24
11082,States,Idaho,2014,37,X,X
11083,States,Illinois,2014,37,117,0
11084,States,Indiana,2014,37,78,0
11085,States,Iowa,2014,37,X,X
11086,States,Kansas,2014,37,X,X
11087,States,Kentucky,2014,37,95,0
11088,States,Louisiana,2014,37,22,9.09
11089,States,Maine,2014,37,X,X
11090,States,Maryland,2014,37,23,0
11091,States,Massachusetts,2014,37,22,0
11092,States,Michigan,2014,37,X,X
11093,States,Minnesota,2014,37,109,0.92
11094,States,Mississippi,2014,37,11,18.18
11095,States,Missouri,2014,37,491,0.2
11096,States,Montana,2014,37,75,0
11097,States,Nebraska,2014,37,41,0
11098,States,Nevada,2014,37,14,0
11099,States,New Hampshire,2014,37,X,X
11100,States,New Jersey,2014,37,X,X
11101,States,New Mexico,2014,37,X,X
11102,States,New York,2014,37,337,0.3
11103,States,North Carolina,2014,37,X,X
11104,States,North Dakota,2014,37,22,0
11105,States,Ohio,2014,37,116,0.86
11106,States,Oklahoma,2014,37,112,0.89
11107,States,Oregon,2014,37,11,0
11108,States,Pennsylvania,2014,37,123,2.44
11109,States,Rhode Island,2014,37,X,X
11110,States,South Carolina,2014,37,27,0
11111,States,South Dakota,2014,37,170,0
11112,States,Tennessee,2014,37,28,0
11113,States,Texas,2014,37,438,0.46
11114,States,Utah,2014,37,373,0
11115,States,Vermont,2014,37,X,X
11116,States,Virginia,2014,37,74,0
11117,States,Washington,2014,37,159,0.63
11118,States,West Virginia,2014,37,259,0
11119,States,Wisconsin,2014,37,53,3.77
11120,States,Wyoming,2014,37,17,0
11121,States,Puerto Rico,2014,37,X,X
11122,States,Virgin Islands,2014,37,0,0
11123,States,New York City,2014,37,X,X
11124,States,Alabama,2014,38,40,0
11125,States,Alaska,2014,38,30,13.33
11126,States,Arizona,2014,38,40,0
11127,States,Arkansas,2014,38,38,7.89
11128,States,California,2014,38,297,0
11129,States,Colorado,2014,38,246,0.41
11130,States,Connecticut,2014,38,105,0
11131,States,Delaware,2014,38,22,0
11132,States,District of Columbia,2014,38,X,X
11133,States,Florida,2014,38,X,X
11134,States,Georgia,2014,38,354,2.82
11135,States,Hawaii,2014,38,247,23.48
11136,States,Idaho,2014,38,X,X
11137,States,Illinois,2014,38,72,0
11138,States,Indiana,2014,38,78,1.28
11139,States,Iowa,2014,38,X,X
11140,States,Kansas,2014,38,X,X
11141,States,Kentucky,2014,38,86,0
11142,States,Louisiana,2014,38,25,8
11143,States,Maine,2014,38,X,X
11144,States,Maryland,2014,38,31,9.68
11145,States,Massachusetts,2014,38,44,0
11146,States,Michigan,2014,38,11,36.36
11147,States,Minnesota,2014,38,106,1.89
11148,States,Mississippi,2014,38,24,0
11149,States,Missouri,2014,38,449,0.45
11150,States,Montana,2014,38,91,0
11151,States,Nebraska,2014,38,23,0
