,REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,PERCENT POSITIVE,A (2009 H1N1),A (H1),A (H3),A (Subtyping not Performed),A (Unable to Subtype),B,H3N2v
7095,States,Massachusetts,2013,15,39,25.64,2,0,0,0,0,8,0
7096,States,Michigan,2013,15,X,X,X,X,X,X,X,X,X
7097,States,Minnesota,2013,15,168,9.52,0,0,3,0,0,13,0
7098,States,Mississippi,2013,15,27,7.41,0,0,0,0,0,2,0
7099,States,Missouri,2013,15,270,3.7,1,0,6,0,0,3,0
7100,States,Montana,2013,15,51,11.76,2,0,0,0,0,4,0
7101,States,Nebraska,2013,15,32,3.13,0,0,0,0,0,1,0
7102,States,Nevada,2013,15,22,22.73,0,0,3,0,0,2,0
7103,States,New Hampshire,2013,15,X,X,X,X,X,X,X,X,X
7104,States,New Jersey,2013,15,X,X,X,X,X,X,X,X,X
7105,States,New Mexico,2013,15,19,5.26,1,0,0,0,0,0,0
7106,States,New York,2013,15,686,10.5,1,0,0,1,0,70,0
7107,States,North Carolina,2013,15,12,41.67,2,0,0,0,0,3,0
7108,States,North Dakota,2013,15,30,3.33,0,0,0,0,0,1,0
7109,States,Ohio,2013,15,39,12.82,0,0,0,2,0,3,0
7110,States,Oklahoma,2013,15,78,2.56,0,0,0,0,0,2,0
7111,States,Oregon,2013,15,14,0,0,0,0,0,0,0,0
7112,States,Pennsylvania,2013,15,157,10.83,3,0,2,0,0,12,0
7113,States,Rhode Island,2013,15,X,X,X,X,X,X,X,X,X
7114,States,South Carolina,2013,15,106,8.49,0,0,0,0,0,9,0
7115,States,South Dakota,2013,15,86,11.63,0,0,2,4,0,4,0
7116,States,Tennessee,2013,15,32,21.88,1,0,1,0,0,5,0
7117,States,Texas,2013,15,575,3.65,3,0,0,4,0,14,0
7118,States,Utah,2013,15,360,3.61,0,0,1,2,0,10,0
7119,States,Vermont,2013,15,X,X,X,X,X,X,X,X,X
7120,States,Virginia,2013,15,84,11.9,0,0,0,0,0,10,0
7121,States,Washington,2013,15,221,4.07,1,0,2,0,0,6,0
7122,States,West Virginia,2013,15,275,10.55,2,0,3,0,0,24,0
7123,States,Wisconsin,2013,15,43,4.65,0,0,1,0,0,1,0
7124,States,Wyoming,2013,15,X,X,X,X,X,X,X,X,X
7125,States,Puerto Rico,2013,15,12,91.67,5,0,6,0,0,0,0
7126,States,Virgin Islands,2013,15,0,0,0,0,0,0,0,0,0
7127,States,New York City,2013,15,X,X,X,X,X,X,X,X,X
7128,States,Alabama,2013,16,77,2.6,1,0,0,0,0,1,0
7129,States,Alaska,2013,16,73,16.44,0,0,1,0,0,11,0
7130,States,Arizona,2013,16,66,1.52,1,0,0,0,0,0,0
7131,States,Arkansas,2013,16,27,3.7,0,0,0,0,0,1,0
7132,States,California,2013,16,247,5.67,3,0,6,0,0,5,0
7133,States,Colorado,2013,16,181,4.42,0,0,5,1,0,2,0
7134,States,Connecticut,2013,16,193,7.77,3,0,0,1,0,11,0
7135,States,Delaware,2013,16,46,4.35,0,0,0,0,0,2,0
7136,States,District of Columbia,2013,16,X,X,X,X,X,X,X,X,X
7137,States,Florida,2013,16,X,X,X,X,X,X,X,X,X
7138,States,Georgia,2013,16,464,6.25,1,0,0,5,0,23,0
7139,States,Hawaii,2013,16,416,28.85,2,0,38,7,0,73,0
7140,States,Idaho,2013,16,X,X,X,X,X,X,X,X,X
7141,States,Illinois,2013,16,50,18,0,0,1,0,0,8,0
7142,States,Indiana,2013,16,69,10.14,0,0,1,2,0,4,0
7143,States,Iowa,2013,16,20,0,0,0,0,0,0,0,0
7144,States,Kansas,2013,16,X,X,X,X,X,X,X,X,X
7145,States,Kentucky,2013,16,25,4,0,0,0,0,0,1,0
7146,States,Louisiana,2013,16,107,4.67,0,0,0,1,0,4,0
7147,States,Maine,2013,16,X,X,X,X,X,X,X,X,X
7148,States,Maryland,2013,16,48,20.83,0,0,2,0,0,8,0
7149,States,Massachusetts,2013,16,29,6.9,0,0,0,0,0,2,0
7150,States,Michigan,2013,16,18,94.44,2,0,4,0,0,11,0
7151,States,Minnesota,2013,16,130,3.85,2,0,0,0,0,3,0
7152,States,Mississippi,2013,16,25,4,0,0,0,0,0,1,0
7153,States,Missouri,2013,16,258,4.65,0,0,7,0,0,5,0
7154,States,Montana,2013,16,45,6.67,0,0,0,0,0,3,0
7155,States,Nebraska,2013,16,26,3.85,0,0,0,0,0,1,0
7156,States,Nevada,2013,16,17,17.65,0,0,0,0,0,3,0
7157,States,New Hampshire,2013,16,X,X,X,X,X,X,X,X,X
7158,States,New Jersey,2013,16,X,X,X,X,X,X,X,X,X
7159,States,New Mexico,2013,16,10,0,0,0,0,0,0,0,0
7160,States,New York,2013,16,586,7.51,1,0,1,1,0,41,0
7161,States,North Carolina,2013,16,18,33.33,0,0,0,0,0,6,0
7162,States,North Dakota,2013,16,23,17.39,0,0,0,0,0,4,0
7163,States,Ohio,2013,16,42,14.29,0,0,0,1,0,5,0
7164,States,Oklahoma,2013,16,82,0,0,0,0,0,0,0,0
7165,States,Oregon,2013,16,16,0,0,0,0,0,0,0,0
7166,States,Pennsylvania,2013,16,124,7.26,1,0,0,0,0,8,0
7167,States,Rhode Island,2013,16,X,X,X,X,X,X,X,X,X
7168,States,South Carolina,2013,16,81,7.41,0,0,0,1,0,5,0
7169,States,South Dakota,2013,16,76,11.84,0,0,1,0,0,8,0
7170,States,Tennessee,2013,16,23,8.7,0,0,0,0,0,2,0
7171,States,Texas,2013,16,554,2.53,3,0,0,6,0,5,0
7172,States,Utah,2013,16,285,3.16,1,0,2,1,0,5,0
7173,States,Vermont,2013,16,X,X,X,X,X,X,X,X,X
7174,States,Virginia,2013,16,65,6.15,0,0,1,0,0,3,0
7175,States,Washington,2013,16,228,3.95,0,0,0,0,0,9,0
7176,States,West Virginia,2013,16,194,5.15,1,0,4,0,0,5,0
7177,States,Wisconsin,2013,16,40,7.5,0,0,2,0,0,1,0
7178,States,Wyoming,2013,16,X,X,X,X,X,X,X,X,X
7179,States,Puerto Rico,2013,16,X,X,X,X,X,X,X,X,X
7180,States,Virgin Islands,2013,16,0,0,0,0,0,0,0,0,0
7181,States,New York City,2013,16,X,X,X,X,X,X,X,X,X
7182,States,Alabama,2013,17,56,0,0,0,0,0,0,0,0
7183,States,Alaska,2013,17,59,25.42,0,0,11,0,0,4,0
7184,States,Arizona,2013,17,55,0,0,0,0,0,0,0,0
7185,States,Arkansas,2013,17,22,9.09,1,0,0,0,0,1,0
7186,States,California,2013,17,231,3.46,0,0,1,2,0,5,0
7187,States,Colorado,2013,17,175,1.14,0,0,1,0,0,1,0
7188,States,Connecticut,2013,17,118,7.63,0,0,0,0,0,9,0
7189,States,Delaware,2013,17,24,20.83,0,0,1,0,0,4,0
7190,States,District of Columbia,2013,17,X,X,X,X,X,X,X,X,X
7191,States,Florida,2013,17,X,X,X,X,X,X,X,X,X
7192,States,Georgia,2013,17,399,3.76,1,0,0,3,0,11,0
7193,States,Hawaii,2013,17,446,31.17,1,0,30,10,0,98,0
7194,States,Idaho,2013,17,X,X,X,X,X,X,X,X,X
7195,States,Illinois,2013,17,46,8.7,0,0,0,0,0,4,0
7196,States,Indiana,2013,17,61,32.79,14,0,4,1,0,1,0
7197,States,Iowa,2013,17,18,0,0,0,0,0,0,0,0
7198,States,Kansas,2013,17,X,X,X,X,X,X,X,X,X
7199,States,Kentucky,2013,17,23,0,0,0,0,0,0,0,0
7200,States,Louisiana,2013,17,98,8.16,0,0,0,2,0,6,0
7201,States,Maine,2013,17,X,X,X,X,X,X,X,X,X
7202,States,Maryland,2013,17,32,9.38,0,0,0,0,0,3,0
7203,States,Massachusetts,2013,17,25,16,0,0,0,0,0,4,0
7204,States,Michigan,2013,17,X,X,X,X,X,X,X,X,X
7205,States,Minnesota,2013,17,130,6.92,3,0,1,2,0,3,0
7206,States,Mississippi,2013,17,13,0,0,0,0,0,0,0,0
7207,States,Missouri,2013,17,277,1.44,2,0,2,0,0,0,0
7208,States,Montana,2013,17,40,0,0,0,0,0,0,0,0
7209,States,Nebraska,2013,17,17,0,0,0,0,0,0,0,0
7210,States,Nevada,2013,17,28,10.71,0,0,1,0,0,2,0
7211,States,New Hampshire,2013,17,X,X,X,X,X,X,X,X,X
7212,States,New Jersey,2013,17,X,X,X,X,X,X,X,X,X
7213,States,New Mexico,2013,17,X,X,X,X,X,X,X,X,X
7214,States,New York,2013,17,525,4.95,1,0,0,1,0,24,0
7215,States,North Carolina,2013,17,X,X,X,X,X,X,X,X,X
7216,States,North Dakota,2013,17,18,16.67,0,0,0,0,0,3,0
7217,States,Ohio,2013,17,20,20,0,0,0,2,0,2,0
7218,States,Oklahoma,2013,17,94,2.13,0,0,0,0,0,2,0
7219,States,Oregon,2013,17,X,X,X,X,X,X,X,X,X
7220,States,Pennsylvania,2013,17,150,2.67,0,0,1,0,0,3,0
7221,States,Rhode Island,2013,17,X,X,X,X,X,X,X,X,X
7222,States,South Carolina,2013,17,61,3.28,0,0,0,2,0,0,0
7223,States,South Dakota,2013,17,53,3.77,0,0,0,0,0,2,0
7224,States,Tennessee,2013,17,22,9.09,0,0,0,0,0,2,0
7225,States,Texas,2013,17,496,0.81,1,0,1,1,0,1,0
7226,States,Utah,2013,17,303,1.65,0,0,1,1,0,3,0
7227,States,Vermont,2013,17,X,X,X,X,X,X,X,X,X
7228,States,Virginia,2013,17,47,8.51,1,0,0,3,0,0,0
7229,States,Washington,2013,17,196,3.06,1,0,1,0,0,4,0
7230,States,West Virginia,2013,17,179,2.79,0,0,1,0,0,4,0
7231,States,Wisconsin,2013,17,38,7.89,0,0,0,0,0,3,0
7232,States,Wyoming,2013,17,X,X,X,X,X,X,X,X,X
7233,States,Puerto Rico,2013,17,13,76.92,5,0,3,0,0,2,0
7234,States,Virgin Islands,2013,17,0,0,0,0,0,0,0,0,0
7235,States,New York City,2013,17,X,X,X,X,X,X,X,X,X
7236,States,Alabama,2013,18,62,0,0,0,0,0,0,0,0
7237,States,Alaska,2013,18,39,20.51,0,0,1,0,0,7,0
7238,States,Arizona,2013,18,60,1.67,0,0,0,0,0,1,0
7239,States,Arkansas,2013,18,29,3.45,1,0,0,0,0,0,0
7240,States,California,2013,18,235,1.28,0,0,0,2,0,1,0
7241,States,Colorado,2013,18,158,1.9,1,0,0,1,0,1,0
7242,States,Connecticut,2013,18,152,6.58,0,0,1,1,0,8,0
7243,States,Delaware,2013,18,21,28.57,0,0,0,0,0,6,0
7244,States,District of Columbia,2013,18,10,50,1,0,1,0,0,3,0
7245,States,Florida,2013,18,X,X,X,X,X,X,X,X,X
7246,States,Georgia,2013,18,330,2.73,0,0,0,3,0,6,0
7247,States,Hawaii,2013,18,416,33.89,2,0,34,9,0,96,0
7248,States,Idaho,2013,18,X,X,X,X,X,X,X,X,X
7249,States,Illinois,2013,18,35,8.57,1,0,0,0,0,2,0
7250,States,Indiana,2013,18,56,0,0,0,0,0,0,0,0
7251,States,Iowa,2013,18,22,13.64,0,0,2,1,0,0,0
7252,States,Kansas,2013,18,X,X,X,X,X,X,X,X,X
7253,States,Kentucky,2013,18,30,0,0,0,0,0,0,0,0
7254,States,Louisiana,2013,18,96,6.25,0,0,0,1,0,5,0
7255,States,Maine,2013,18,X,X,X,X,X,X,X,X,X
7256,States,Maryland,2013,18,35,2.86,0,0,0,0,0,1,0
7257,States,Massachusetts,2013,18,25,24,0,0,0,0,0,6,0
7258,States,Michigan,2013,18,X,X,X,X,X,X,X,X,X
7259,States,Minnesota,2013,18,144,9.03,2,0,2,0,0,9,0
7260,States,Mississippi,2013,18,19,0,0,0,0,0,0,0,0
7261,States,Missouri,2013,18,309,0.97,0,0,3,0,0,0,0
7262,States,Montana,2013,18,37,2.7,0,0,0,0,0,1,0
7263,States,Nebraska,2013,18,16,0,0,0,0,0,0,0,0
7264,States,Nevada,2013,18,21,14.29,0,0,0,0,0,3,0
7265,States,New Hampshire,2013,18,X,X,X,X,X,X,X,X,X
7266,States,New Jersey,2013,18,X,X,X,X,X,X,X,X,X
7267,States,New Mexico,2013,18,X,X,X,X,X,X,X,X,X
7268,States,New York,2013,18,562,3.91,0,0,1,0,0,21,0
7269,States,North Carolina,2013,18,13,7.69,0,0,0,0,0,1,0
7270,States,North Dakota,2013,18,24,4.17,0,0,0,0,0,1,0
7271,States,Ohio,2013,18,17,5.88,1,0,0,0,0,0,0
7272,States,Oklahoma,2013,18,68,0,0,0,0,0,0,0,0
7273,States,Oregon,2013,18,16,0,0,0,0,0,0,0,0
7274,States,Pennsylvania,2013,18,121,0.83,1,0,0,0,0,0,0
7275,States,Rhode Island,2013,18,X,X,X,X,X,X,X,X,X
7276,States,South Carolina,2013,18,52,5.77,0,0,0,1,0,2,0
7277,States,South Dakota,2013,18,71,7.04,0,0,0,0,0,5,0
7278,States,Tennessee,2013,18,14,14.29,0,0,1,0,0,1,0
7279,States,Texas,2013,18,473,0.85,0,0,1,1,0,2,0
7280,States,Utah,2013,18,267,1.5,0,0,0,0,0,4,0
7281,States,Vermont,2013,18,X,X,X,X,X,X,X,X,X
7282,States,Virginia,2013,18,63,3.17,0,0,0,0,0,2,0
7283,States,Washington,2013,18,154,0.65,0,0,0,0,0,1,0
7284,States,West Virginia,2013,18,156,2.56,0,0,1,0,0,3,0
7285,States,Wisconsin,2013,18,26,7.69,0,0,1,0,0,1,0
7286,States,Wyoming,2013,18,X,X,X,X,X,X,X,X,X
7287,States,Puerto Rico,2013,18,X,X,X,X,X,X,X,X,X
7288,States,Virgin Islands,2013,18,0,0,0,0,0,0,0,0,0
7289,States,New York City,2013,18,X,X,X,X,X,X,X,X,X
7290,States,Alabama,2013,19,X,X,X,X,X,X,X,X,X
7291,States,Alaska,2013,19,35,31.43,0,0,0,0,0,11,0
7292,States,Arizona,2013,19,47,10.64,0,0,0,0,0,5,0
7293,States,Arkansas,2013,19,22,0,0,0,0,0,0,0,0
7294,States,California,2013,19,243,3.7,2,0,5,0,0,2,0
7295,States,Colorado,2013,19,140,1.43,0,0,1,1,0,0,0
7296,States,Connecticut,2013,19,149,4.7,0,0,0,0,0,7,0
7297,States,Delaware,2013,19,13,0,0,0,0,0,0,0,0
7298,States,District of Columbia,2013,19,X,X,X,X,X,X,X,X,X
7299,States,Florida,2013,19,X,X,X,X,X,X,X,X,X
7300,States,Georgia,2013,19,344,3.2,0,0,0,5,0,6,0
7301,States,Hawaii,2013,19,354,24.29,1,0,18,3,0,64,0
7302,States,Idaho,2013,19,X,X,X,X,X,X,X,X,X
7303,States,Illinois,2013,19,40,2.5,0,0,0,0,0,1,0
7304,States,Indiana,2013,19,57,0,0,0,0,0,0,0,0
7305,States,Iowa,2013,19,22,13.64,1,0,0,0,0,2,0
7306,States,Kansas,2013,19,X,X,X,X,X,X,X,X,X
7307,States,Kentucky,2013,19,24,0,0,0,0,0,0,0,0
7308,States,Louisiana,2013,19,79,6.33,0,0,0,1,0,4,0
7309,States,Maine,2013,19,X,X,X,X,X,X,X,X,X
7310,States,Maryland,2013,19,32,6.25,0,0,0,0,0,2,0
7311,States,Massachusetts,2013,19,16,12.5,1,0,0,0,0,1,0
7312,States,Michigan,2013,19,X,X,X,X,X,X,X,X,X
7313,States,Minnesota,2013,19,136,2.21,0,0,1,0,0,2,0
7314,States,Mississippi,2013,19,15,0,0,0,0,0,0,0,0
7315,States,Missouri,2013,19,293,0.34,0,0,1,0,0,0,0
7316,States,Montana,2013,19,38,0,0,0,0,0,0,0,0
7317,States,Nebraska,2013,19,12,0,0,0,0,0,0,0,0
7318,States,Nevada,2013,19,10,10,0,0,0,0,0,1,0
7319,States,New Hampshire,2013,19,X,X,X,X,X,X,X,X,X
7320,States,New Jersey,2013,19,X,X,X,X,X,X,X,X,X
7321,States,New Mexico,2013,19,X,X,X,X,X,X,X,X,X
7322,States,New York,2013,19,569,1.58,2,0,0,0,0,7,0
7323,States,North Carolina,2013,19,11,9.09,0,0,0,0,0,1,0
7324,States,North Dakota,2013,19,13,0,0,0,0,0,0,0,0
7325,States,Ohio,2013,19,20,10,0,0,0,0,0,2,0
7326,States,Oklahoma,2013,19,57,0,0,0,0,0,0,0,0
7327,States,Oregon,2013,19,16,18.75,0,0,2,0,0,1,0
7328,States,Pennsylvania,2013,19,117,3.42,2,0,1,0,0,1,0
7329,States,Rhode Island,2013,19,X,X,X,X,X,X,X,X,X
7330,States,South Carolina,2013,19,40,10,0,0,0,1,0,3,0
7331,States,South Dakota,2013,19,56,5.36,0,0,0,1,0,2,0
7332,States,Tennessee,2013,19,X,X,X,X,X,X,X,X,X
7333,States,Texas,2013,19,428,1.17,0,0,0,0,0,5,0
7334,States,Utah,2013,19,298,2.01,0,0,2,0,0,4,0
7335,States,Vermont,2013,19,X,X,X,X,X,X,X,X,X
7336,States,Virginia,2013,19,35,0,0,0,0,0,0,0,0
7337,States,Washington,2013,19,141,1.42,0,0,2,0,0,0,0
7338,States,West Virginia,2013,19,142,0,0,0,0,0,0,0,0
7339,States,Wisconsin,2013,19,20,0,0,0,0,0,0,0,0
7340,States,Wyoming,2013,19,X,X,X,X,X,X,X,X,X
7341,States,Puerto Rico,2013,19,X,X,X,X,X,X,X,X,X
7342,States,Virgin Islands,2013,19,0,0,0,0,0,0,0,0,0
7343,States,New York City,2013,19,X,X,X,X,X,X,X,X,X
7344,States,Alabama,2013,20,X,X,X,X,X,X,X,X,X
7345,States,Alaska,2013,20,37,27.03,0,0,1,0,0,9,0
7346,States,Arizona,2013,20,47,4.26,1,0,1,0,0,0,0
7347,States,Arkansas,2013,20,22,0,0,0,0,0,0,0,0
7348,States,California,2013,20,215,0.47,0,0,0,0,0,1,0
7349,States,Colorado,2013,20,136,2.94,0,0,1,0,0,3,0
7350,States,Connecticut,2013,20,153,1.96,1,0,0,0,0,2,0
7351,States,Delaware,2013,20,16,0,0,0,0,0,0,0,0
7352,States,District of Columbia,2013,20,X,X,X,X,X,X,X,X,X
7353,States,Florida,2013,20,X,X,X,X,X,X,X,X,X
7354,States,Georgia,2013,20,289,1.38,0,0,0,3,0,1,0
7355,States,Hawaii,2013,20,425,21.88,0,0,15,7,0,71,0
7356,States,Idaho,2013,20,X,X,X,X,X,X,X,X,X
7357,States,Illinois,2013,20,33,3.03,0,0,0,0,0,1,0
7358,States,Indiana,2013,20,64,1.56,0,0,1,0,0,0,0
7359,States,Iowa,2013,20,14,0,0,0,0,0,0,0,0
7360,States,Kansas,2013,20,X,X,X,X,X,X,X,X,X
7361,States,Kentucky,2013,20,23,0,0,0,0,0,0,0,0
7362,States,Louisiana,2013,20,67,0,0,0,0,0,0,0,0
7363,States,Maine,2013,20,X,X,X,X,X,X,X,X,X
7364,States,Maryland,2013,20,11,0,0,0,0,0,0,0,0
7365,States,Massachusetts,2013,20,16,0,0,0,0,0,0,0,0
7366,States,Michigan,2013,20,X,X,X,X,X,X,X,X,X
7367,States,Minnesota,2013,20,97,5.15,0,0,1,0,0,4,0
7368,States,Mississippi,2013,20,X,X,X,X,X,X,X,X,X
7369,States,Missouri,2013,20,255,1.18,0,0,0,0,0,3,0
7370,States,Montana,2013,20,24,0,0,0,0,0,0,0,0
7371,States,Nebraska,2013,20,11,0,0,0,0,0,0,0,0
7372,States,Nevada,2013,20,13,7.69,0,0,0,0,0,1,0
7373,States,New Hampshire,2013,20,X,X,X,X,X,X,X,X,X
7374,States,New Jersey,2013,20,X,X,X,X,X,X,X,X,X
7375,States,New Mexico,2013,20,X,X,X,X,X,X,X,X,X
7376,States,New York,2013,20,420,1.43,0,0,0,2,0,4,0
7377,States,North Carolina,2013,20,X,X,X,X,X,X,X,X,X
7378,States,North Dakota,2013,20,X,X,X,X,X,X,X,X,X
7379,States,Ohio,2013,20,13,0,0,0,0,0,0,0,0
7380,States,Oklahoma,2013,20,67,0,0,0,0,0,0,0,0
7381,States,Oregon,2013,20,23,4.35,0,0,1,0,0,0,0
7382,States,Pennsylvania,2013,20,101,2.97,0,0,0,0,0,3,0
7383,States,Rhode Island,2013,20,X,X,X,X,X,X,X,X,X
7384,States,South Carolina,2013,20,34,0,0,0,0,0,0,0,0
7385,States,South Dakota,2013,20,46,2.17,0,0,0,0,0,1,0
7386,States,Tennessee,2013,20,X,X,X,X,X,X,X,X,X
7387,States,Texas,2013,20,360,0.28,0,0,0,1,0,0,0
7388,States,Utah,2013,20,249,0.8,1,0,0,1,0,0,0
7389,States,Vermont,2013,20,X,X,X,X,X,X,X,X,X
7390,States,Virginia,2013,20,29,0,0,0,0,0,0,0,0
7391,States,Washington,2013,20,158,0,0,0,0,0,0,0,0
7392,States,West Virginia,2013,20,167,0,0,0,0,0,0,0,0
7393,States,Wisconsin,2013,20,38,0,0,0,0,0,0,0,0
7394,States,Wyoming,2013,20,X,X,X,X,X,X,X,X,X
7395,States,Puerto Rico,2013,20,10,80,5,0,2,0,0,1,0
7396,States,Virgin Islands,2013,20,0,0,0,0,0,0,0,0,0
7397,States,New York City,2013,20,X,X,X,X,X,X,X,X,X
7398,States,Alabama,2013,21,165,2.42,0,0,2,0,0,2,0
7399,States,Alaska,2013,21,26,7.69,0,0,0,0,0,2,0
7400,States,Arizona,2013,21,57,1.75,0,0,0,0,0,1,0
7401,States,Arkansas,2013,21,27,3.7,1,0,0,0,0,0,0
7402,States,California,2013,21,196,0,0,0,0,0,0,0,0
7403,States,Colorado,2013,21,140,2.14,0,0,0,0,0,3,0
7404,States,Connecticut,2013,21,143,0,0,0,0,0,0,0,0
7405,States,Delaware,2013,21,11,0,0,0,0,0,0,0,0
7406,States,District of Columbia,2013,21,X,X,X,X,X,X,X,X,X
7407,States,Florida,2013,21,X,X,X,X,X,X,X,X,X
7408,States,Georgia,2013,21,256,1.56,0,0,0,1,0,3,0
7409,States,Hawaii,2013,21,420,20.95,1,0,13,2,0,72,0
7410,States,Idaho,2013,21,X,X,X,X,X,X,X,X,X
7411,States,Illinois,2013,21,41,7.32,0,0,0,0,0,3,0
7412,States,Indiana,2013,21,38,0,0,0,0,0,0,0,0
7413,States,Iowa,2013,21,X,X,X,X,X,X,X,X,X
7414,States,Kansas,2013,21,X,X,X,X,X,X,X,X,X
7415,States,Kentucky,2013,21,29,0,0,0,0,0,0,0,0
7416,States,Louisiana,2013,21,75,0,0,0,0,0,0,0,0
7417,States,Maine,2013,21,X,X,X,X,X,X,X,X,X
7418,States,Maryland,2013,21,X,X,X,X,X,X,X,X,X
7419,States,Massachusetts,2013,21,X,X,X,X,X,X,X,X,X
7420,States,Michigan,2013,21,X,X,X,X,X,X,X,X,X
7421,States,Minnesota,2013,21,89,0,0,0,0,0,0,0,0
7422,States,Mississippi,2013,21,18,5.56,1,0,0,0,0,0,0
7423,States,Missouri,2013,21,254,0,0,0,0,0,0,0,0
7424,States,Montana,2013,21,24,0,0,0,0,0,0,0,0
7425,States,Nebraska,2013,21,17,0,0,0,0,0,0,0,0
7426,States,Nevada,2013,21,20,5,0,0,0,0,0,1,0
7427,States,New Hampshire,2013,21,X,X,X,X,X,X,X,X,X
7428,States,New Jersey,2013,21,X,X,X,X,X,X,X,X,X
7429,States,New Mexico,2013,21,X,X,X,X,X,X,X,X,X
7430,States,New York,2013,21,454,0.88,1,0,1,1,0,1,0
7431,States,North Carolina,2013,21,X,X,X,X,X,X,X,X,X
7432,States,North Dakota,2013,21,X,X,X,X,X,X,X,X,X
7433,States,Ohio,2013,21,13,7.69,0,0,0,0,0,1,0
7434,States,Oklahoma,2013,21,33,0,0,0,0,0,0,0,0
7435,States,Oregon,2013,21,23,0,0,0,0,0,0,0,0
7436,States,Pennsylvania,2013,21,105,0.95,0,0,0,0,0,1,0
7437,States,Rhode Island,2013,21,X,X,X,X,X,X,X,X,X
7438,States,South Carolina,2013,21,18,0,0,0,0,0,0,0,0
7439,States,South Dakota,2013,21,38,0,0,0,0,0,0,0,0
7440,States,Tennessee,2013,21,X,X,X,X,X,X,X,X,X
7441,States,Texas,2013,21,304,0.33,0,0,0,0,0,1,0
7442,States,Utah,2013,21,232,0.43,0,0,0,0,0,1,0
7443,States,Vermont,2013,21,X,X,X,X,X,X,X,X,X
7444,States,Virginia,2013,21,16,0,0,0,0,0,0,0,0
7445,States,Washington,2013,21,111,0.9,0,0,0,0,0,1,0
7446,States,West Virginia,2013,21,145,0,0,0,0,0,0,0,0
7447,States,Wisconsin,2013,21,54,3.7,2,0,0,0,0,0,0
7448,States,Wyoming,2013,21,X,X,X,X,X,X,X,X,X
7449,States,Puerto Rico,2013,21,14,71.43,5,0,5,0,0,0,0
7450,States,Virgin Islands,2013,21,0,0,0,0,0,0,0,0,0
7451,States,New York City,2013,21,X,X,X,X,X,X,X,X,X
7452,States,Alabama,2013,22,48,6.25,0,0,1,0,0,2,0
7453,States,Alaska,2013,22,25,0,0,0,0,0,0,0,0
7454,States,Arizona,2013,22,37,2.7,0,0,0,0,0,1,0
7455,States,Arkansas,2013,22,24,0,0,0,0,0,0,0,0
7456,States,California,2013,22,204,0.49,1,0,0,0,0,0,0
7457,States,Colorado,2013,22,107,0.93,1,0,0,0,0,0,0
7458,States,Connecticut,2013,22,150,0,0,0,0,0,0,0,0
7459,States,Delaware,2013,22,X,X,X,X,X,X,X,X,X
7460,States,District of Columbia,2013,22,X,X,X,X,X,X,X,X,X
7461,States,Florida,2013,22,X,X,X,X,X,X,X,X,X
7462,States,Georgia,2013,22,200,0,0,0,0,0,0,0,0
7463,States,Hawaii,2013,22,331,20.54,0,0,9,5,0,54,0
7464,States,Idaho,2013,22,X,X,X,X,X,X,X,X,X
7465,States,Illinois,2013,22,42,0,0,0,0,0,0,0,0
7466,States,Indiana,2013,22,36,0,0,0,0,0,0,0,0
7467,States,Iowa,2013,22,X,X,X,X,X,X,X,X,X
7468,States,Kansas,2013,22,X,X,X,X,X,X,X,X,X
7469,States,Kentucky,2013,22,31,0,0,0,0,0,0,0,0
7470,States,Louisiana,2013,22,61,1.64,0,0,0,1,0,0,0
7471,States,Maine,2013,22,X,X,X,X,X,X,X,X,X
7472,States,Maryland,2013,22,X,X,X,X,X,X,X,X,X
7473,States,Massachusetts,2013,22,X,X,X,X,X,X,X,X,X
7474,States,Michigan,2013,22,X,X,X,X,X,X,X,X,X
7475,States,Minnesota,2013,22,88,0,0,0,0,0,0,0,0
7476,States,Mississippi,2013,22,11,36.36,4,0,0,0,0,0,0
7477,States,Missouri,2013,22,198,0.51,0,0,1,0,0,0,0
7478,States,Montana,2013,22,16,0,0,0,0,0,0,0,0
7479,States,Nebraska,2013,22,14,0,0,0,0,0,0,0,0
7480,States,Nevada,2013,22,18,5.56,0,0,0,0,0,1,0
7481,States,New Hampshire,2013,22,X,X,X,X,X,X,X,X,X
7482,States,New Jersey,2013,22,X,X,X,X,X,X,X,X,X
7483,States,New Mexico,2013,22,X,X,X,X,X,X,X,X,X
7484,States,New York,2013,22,383,0.26,0,0,0,0,0,1,0
7485,States,North Carolina,2013,22,X,X,X,X,X,X,X,X,X
7486,States,North Dakota,2013,22,X,X,X,X,X,X,X,X,X
7487,States,Ohio,2013,22,11,0,0,0,0,0,0,0,0
7488,States,Oklahoma,2013,22,55,0,0,0,0,0,0,0,0
7489,States,Oregon,2013,22,X,X,X,X,X,X,X,X,X
7490,States,Pennsylvania,2013,22,106,0,0,0,0,0,0,0,0
7491,States,Rhode Island,2013,22,X,X,X,X,X,X,X,X,X
7492,States,South Carolina,2013,22,15,0,0,0,0,0,0,0,0
7493,States,South Dakota,2013,22,47,0,0,0,0,0,0,0,0
7494,States,Tennessee,2013,22,X,X,X,X,X,X,X,X,X
7495,States,Texas,2013,22,291,1.37,1,0,0,1,0,2,0
7496,States,Utah,2013,22,242,0,0,0,0,0,0,0,0
7497,States,Vermont,2013,22,X,X,X,X,X,X,X,X,X
