,REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
5812,States,North Dakota,2017,43,X,X,X,X,X,X
5813,States,Ohio,2017,43,1346,8,1,0.67,0.59,0.07
5814,States,Oklahoma,2017,43,214,2,0,0.93,0.93,0
5815,States,Oregon,2017,43,301,7,2,2.99,2.33,0.66
5816,States,Pennsylvania,2017,43,356,2,1,0.84,0.56,0.28
5817,States,Rhode Island,2017,43,X,X,X,X,X,X
5818,States,South Carolina,2017,43,293,2,0,0.68,0.68,0
5819,States,South Dakota,2017,43,53,0,0,0,0,0
5820,States,Tennessee,2017,43,124,1,1,1.61,0.81,0.81
5821,States,Texas,2017,43,1606,34,17,3.18,2.12,1.06
5822,States,Utah,2017,43,558,7,0,1.25,1.25,0
5823,States,Vermont,2017,43,55,0,0,0,0,0
5824,States,Virginia,2017,43,233,3,1,1.72,1.29,0.43
5825,States,Washington,2017,43,711,12,3,2.11,1.69,0.42
5826,States,West Virginia,2017,43,428,0,0,0,0,0
5827,States,Wisconsin,2017,43,670,4,0,0.6,0.6,0
5828,States,Wyoming,2017,43,X,X,X,X,X,X
5829,States,Puerto Rico,2017,43,0,0,0,0,0,0
5830,States,Virgin Islands,2017,43,X,X,X,X,X,X
5831,States,New York City,2017,43,X,X,X,X,X,X
5832,States,Alabama,2017,44,563,5,25,5.33,0.89,4.44
5833,States,Alaska,2017,44,19,2,0,10.53,10.53,0
5834,States,Arizona,2017,44,208,2,1,1.44,0.96,0.48
5835,States,Arkansas,2017,44,69,2,0,2.9,2.9,0
5836,States,California,2017,44,1016,52,15,6.59,5.12,1.48
5837,States,Colorado,2017,44,462,18,1,4.11,3.9,0.22
5838,States,Connecticut,2017,44,429,5,1,1.4,1.17,0.23
5839,States,Delaware,2017,44,136,1,0,0.74,0.74,0
5840,States,District of Columbia,2017,44,X,X,X,X,X,X
5841,States,Florida,2017,44,X,X,X,X,X,X
5842,States,Georgia,2017,44,874,18,6,2.75,2.06,0.69
5843,States,Hawaii,2017,44,186,3,3,3.23,1.61,1.61
5844,States,Idaho,2017,44,48,0,1,2.08,0,2.08
5845,States,Illinois,2017,44,174,6,0,3.45,3.45,0
5846,States,Indiana,2017,44,166,4,0,2.41,2.41,0
5847,States,Iowa,2017,44,126,0,0,0,0,0
5848,States,Kansas,2017,44,85,1,0,1.18,1.18,0
5849,States,Kentucky,2017,44,308,2,0,0.65,0.65,0
5850,States,Louisiana,2017,44,651,38,9,7.22,5.84,1.38
5851,States,Maine,2017,44,X,X,X,X,X,X
5852,States,Maryland,2017,44,124,1,0,0.81,0.81,0
5853,States,Massachusetts,2017,44,468,5,0,1.07,1.07,0
5854,States,Michigan,2017,44,860,8,0,0.93,0.93,0
5855,States,Minnesota,2017,44,250,2,3,2,0.8,1.2
5856,States,Mississippi,2017,44,82,13,0,15.85,15.85,0
5857,States,Missouri,2017,44,592,33,3,6.08,5.57,0.51
5858,States,Montana,2017,44,98,0,0,0,0,0
5859,States,Nebraska,2017,44,114,1,0,0.88,0.88,0
5860,States,Nevada,2017,44,27,6,0,22.22,22.22,0
5861,States,New Hampshire,2017,44,X,X,X,X,X,X
5862,States,New Jersey,2017,44,X,X,X,X,X,X
5863,States,New Mexico,2017,44,375,20,1,5.6,5.33,0.27
5864,States,New York,2017,44,1654,16,5,1.27,0.97,0.3
5865,States,North Carolina,2017,44,332,1,2,0.9,0.3,0.6
5866,States,North Dakota,2017,44,X,X,X,X,X,X
5867,States,Ohio,2017,44,1375,16,3,1.38,1.16,0.22
5868,States,Oklahoma,2017,44,243,2,0,0.82,0.82,0
5869,States,Oregon,2017,44,315,13,5,5.71,4.13,1.59
5870,States,Pennsylvania,2017,44,417,5,0,1.2,1.2,0
5871,States,Rhode Island,2017,44,X,X,X,X,X,X
5872,States,South Carolina,2017,44,300,4,2,2,1.33,0.67
5873,States,South Dakota,2017,44,47,0,0,0,0,0
5874,States,Tennessee,2017,44,172,1,0,0.58,0.58,0
5875,States,Texas,2017,44,1898,62,49,5.85,3.27,2.58
5876,States,Utah,2017,44,618,22,0,3.56,3.56,0
5877,States,Vermont,2017,44,57,1,0,1.75,1.75,0
5878,States,Virginia,2017,44,255,0,0,0,0,0
5879,States,Washington,2017,44,693,9,6,2.16,1.3,0.87
5880,States,West Virginia,2017,44,426,1,0,0.23,0.23,0
5881,States,Wisconsin,2017,44,760,8,3,1.45,1.05,0.39
5882,States,Wyoming,2017,44,X,X,X,X,X,X
5883,States,Puerto Rico,2017,44,0,0,0,0,0,0
5884,States,Virgin Islands,2017,44,X,X,X,X,X,X
5885,States,New York City,2017,44,X,X,X,X,X,X
5886,States,Alabama,2017,45,573,9,23,5.58,1.57,4.01
5887,States,Alaska,2017,45,23,8,0,34.78,34.78,0
5888,States,Arizona,2017,45,221,3,3,2.71,1.36,1.36
5889,States,Arkansas,2017,45,81,8,0,9.88,9.88,0
5890,States,California,2017,45,1086,70,8,7.18,6.45,0.74
5891,States,Colorado,2017,45,525,33,0,6.29,6.29,0
5892,States,Connecticut,2017,45,400,4,0,1,1,0
5893,States,Delaware,2017,45,131,4,0,3.05,3.05,0
5894,States,District of Columbia,2017,45,X,X,X,X,X,X
5895,States,Florida,2017,45,X,X,X,X,X,X
5896,States,Georgia,2017,45,930,24,5,3.12,2.58,0.54
5897,States,Hawaii,2017,45,204,12,5,8.33,5.88,2.45
5898,States,Idaho,2017,45,59,2,1,5.08,3.39,1.69
5899,States,Illinois,2017,45,276,8,2,3.62,2.9,0.72
5900,States,Indiana,2017,45,222,1,0,0.45,0.45,0
5901,States,Iowa,2017,45,143,2,1,2.1,1.4,0.7
5902,States,Kansas,2017,45,74,0,0,0,0,0
5903,States,Kentucky,2017,45,408,4,1,1.23,0.98,0.25
5904,States,Louisiana,2017,45,695,46,6,7.48,6.62,0.86
5905,States,Maine,2017,45,38,2,0,5.26,5.26,0
5906,States,Maryland,2017,45,122,0,0,0,0,0
5907,States,Massachusetts,2017,45,539,13,1,2.6,2.41,0.19
5908,States,Michigan,2017,45,876,8,1,1.03,0.91,0.11
5909,States,Minnesota,2017,45,325,2,2,1.23,0.62,0.62
5910,States,Mississippi,2017,45,138,23,0,16.67,16.67,0
5911,States,Missouri,2017,45,608,8,7,2.47,1.32,1.15
5912,States,Montana,2017,45,98,3,0,3.06,3.06,0
5913,States,Nebraska,2017,45,131,4,0,3.05,3.05,0
5914,States,Nevada,2017,45,25,11,0,44,44,0
5915,States,New Hampshire,2017,45,X,X,X,X,X,X
5916,States,New Jersey,2017,45,X,X,X,X,X,X
5917,States,New Mexico,2017,45,411,17,2,4.62,4.14,0.49
5918,States,New York,2017,45,1926,18,6,1.25,0.93,0.31
5919,States,North Carolina,2017,45,353,2,3,1.42,0.57,0.85
5920,States,North Dakota,2017,45,X,X,X,X,X,X
5921,States,Ohio,2017,45,1437,25,5,2.09,1.74,0.35
5922,States,Oklahoma,2017,45,218,5,0,2.29,2.29,0
5923,States,Oregon,2017,45,327,23,3,7.95,7.03,0.92
5924,States,Pennsylvania,2017,45,459,0,1,0.22,0,0.22
5925,States,Rhode Island,2017,45,X,X,X,X,X,X
5926,States,South Carolina,2017,45,337,4,3,2.08,1.19,0.89
5927,States,South Dakota,2017,45,69,0,0,0,0,0
5928,States,Tennessee,2017,45,184,5,2,3.8,2.72,1.09
5929,States,Texas,2017,45,2042,108,68,8.62,5.29,3.33
5930,States,Utah,2017,45,620,10,0,1.61,1.61,0
5931,States,Vermont,2017,45,94,1,0,1.06,1.06,0
5932,States,Virginia,2017,45,239,0,0,0,0,0
5933,States,Washington,2017,45,787,6,3,1.14,0.76,0.38
5934,States,West Virginia,2017,45,391,3,2,1.28,0.77,0.51
5935,States,Wisconsin,2017,45,817,10,0,1.22,1.22,0
5936,States,Wyoming,2017,45,X,X,X,X,X,X
5937,States,Puerto Rico,2017,45,0,0,0,0,0,0
5938,States,Virgin Islands,2017,45,X,X,X,X,X,X
5939,States,New York City,2017,45,X,X,X,X,X,X
5940,States,Alabama,2017,46,671,11,31,6.26,1.64,4.62
5941,States,Alaska,2017,46,X,X,X,X,X,X
5942,States,Arizona,2017,46,248,4,2,2.42,1.61,0.81
5943,States,Arkansas,2017,46,100,14,0,14,14,0
5944,States,California,2017,46,1159,86,13,8.54,7.42,1.12
5945,States,Colorado,2017,46,574,54,3,9.93,9.41,0.52
5946,States,Connecticut,2017,46,489,6,0,1.23,1.23,0
5947,States,Delaware,2017,46,157,3,0,1.91,1.91,0
5948,States,District of Columbia,2017,46,X,X,X,X,X,X
5949,States,Florida,2017,46,X,X,X,X,X,X
5950,States,Georgia,2017,46,1015,39,8,4.63,3.84,0.79
5951,States,Hawaii,2017,46,204,11,3,6.86,5.39,1.47
5952,States,Idaho,2017,46,55,4,2,10.91,7.27,3.64
5953,States,Illinois,2017,46,277,8,1,3.25,2.89,0.36
5954,States,Indiana,2017,46,214,6,3,4.21,2.8,1.4
5955,States,Iowa,2017,46,168,8,0,4.76,4.76,0
5956,States,Kansas,2017,46,92,0,0,0,0,0
5957,States,Kentucky,2017,46,413,3,0,0.73,0.73,0
5958,States,Louisiana,2017,46,864,74,16,10.42,8.56,1.85
5959,States,Maine,2017,46,70,6,0,8.57,8.57,0
5960,States,Maryland,2017,46,143,5,1,4.2,3.5,0.7
5961,States,Massachusetts,2017,46,602,6,3,1.5,1,0.5
5962,States,Michigan,2017,46,964,23,2,2.59,2.39,0.21
5963,States,Minnesota,2017,46,354,6,0,1.69,1.69,0
5964,States,Mississippi,2017,46,121,12,0,9.92,9.92,0
5965,States,Missouri,2017,46,697,6,18,3.44,0.86,2.58
5966,States,Montana,2017,46,98,1,0,1.02,1.02,0
5967,States,Nebraska,2017,46,133,8,1,6.77,6.02,0.75
5968,States,Nevada,2017,46,45,15,0,33.33,33.33,0
5969,States,New Hampshire,2017,46,X,X,X,X,X,X
5970,States,New Jersey,2017,46,X,X,X,X,X,X
5971,States,New Mexico,2017,46,379,12,0,3.17,3.17,0
5972,States,New York,2017,46,1968,13,13,1.32,0.66,0.66
5973,States,North Carolina,2017,46,354,3,0,0.85,0.85,0
5974,States,North Dakota,2017,46,X,X,X,X,X,X
5975,States,Ohio,2017,46,1655,33,11,2.66,1.99,0.66
5976,States,Oklahoma,2017,46,283,9,2,3.89,3.18,0.71
5977,States,Oregon,2017,46,315,31,8,12.38,9.84,2.54
5978,States,Pennsylvania,2017,46,490,7,0,1.43,1.43,0
5979,States,Rhode Island,2017,46,X,X,X,X,X,X
5980,States,South Carolina,2017,46,450,11,1,2.67,2.44,0.22
5981,States,South Dakota,2017,46,61,0,0,0,0,0
5982,States,Tennessee,2017,46,238,9,0,3.78,3.78,0
5983,States,Texas,2017,46,2419,146,77,9.22,6.04,3.18
5984,States,Utah,2017,46,620,30,0,4.84,4.84,0
5985,States,Vermont,2017,46,80,0,1,1.25,0,1.25
5986,States,Virginia,2017,46,303,2,0,0.66,0.66,0
5987,States,Washington,2017,46,762,14,7,2.76,1.84,0.92
5988,States,West Virginia,2017,46,446,13,2,3.36,2.91,0.45
5989,States,Wisconsin,2017,46,873,26,1,3.09,2.98,0.11
5990,States,Wyoming,2017,46,X,X,X,X,X,X
5991,States,Puerto Rico,2017,46,0,0,0,0,0,0
5992,States,Virgin Islands,2017,46,X,X,X,X,X,X
5993,States,New York City,2017,46,X,X,X,X,X,X
5994,States,Alabama,2017,47,517,11,22,6.38,2.13,4.26
5995,States,Alaska,2017,47,18,7,0,38.89,38.89,0
5996,States,Arizona,2017,47,219,10,1,5.02,4.57,0.46
5997,States,Arkansas,2017,47,139,22,0,15.83,15.83,0
5998,States,California,2017,47,1272,172,11,14.39,13.52,0.86
5999,States,Colorado,2017,47,658,82,4,13.07,12.46,0.61
6000,States,Connecticut,2017,47,436,5,2,1.61,1.15,0.46
6001,States,Delaware,2017,47,180,8,0,4.44,4.44,0
6002,States,District of Columbia,2017,47,X,X,X,X,X,X
6003,States,Florida,2017,47,X,X,X,X,X,X
6004,States,Georgia,2017,47,1124,42,11,4.72,3.74,0.98
6005,States,Hawaii,2017,47,228,11,4,6.58,4.82,1.75
6006,States,Idaho,2017,47,79,4,4,10.13,5.06,5.06
6007,States,Illinois,2017,47,236,16,0,6.78,6.78,0
6008,States,Indiana,2017,47,221,6,0,2.71,2.71,0
6009,States,Iowa,2017,47,153,8,0,5.23,5.23,0
6010,States,Kansas,2017,47,85,2,0,2.35,2.35,0
6011,States,Kentucky,2017,47,343,6,1,2.04,1.75,0.29
6012,States,Louisiana,2017,47,896,84,24,12.05,9.38,2.68
6013,States,Maine,2017,47,71,7,0,9.86,9.86,0
6014,States,Maryland,2017,47,249,23,1,9.64,9.24,0.4
6015,States,Massachusetts,2017,47,645,9,2,1.71,1.4,0.31
6016,States,Michigan,2017,47,954,26,8,3.56,2.73,0.84
6017,States,Minnesota,2017,47,336,14,4,5.36,4.17,1.19
6018,States,Mississippi,2017,47,128,14,0,10.94,10.94,0
6019,States,Missouri,2017,47,602,19,8,4.49,3.16,1.33
6020,States,Montana,2017,47,100,1,0,1,1,0
6021,States,Nebraska,2017,47,114,3,1,3.51,2.63,0.88
6022,States,Nevada,2017,47,43,14,0,32.56,32.56,0
6023,States,New Hampshire,2017,47,X,X,X,X,X,X
6024,States,New Jersey,2017,47,X,X,X,X,X,X
6025,States,New Mexico,2017,47,412,30,1,7.52,7.28,0.24
6026,States,New York,2017,47,1851,30,23,2.86,1.62,1.24
6027,States,North Carolina,2017,47,404,11,4,3.71,2.72,0.99
6028,States,North Dakota,2017,47,X,X,X,X,X,X
6029,States,Ohio,2017,47,1532,50,10,3.92,3.26,0.65
6030,States,Oklahoma,2017,47,260,4,1,1.92,1.54,0.38
6031,States,Oregon,2017,47,408,48,5,12.99,11.76,1.23
6032,States,Pennsylvania,2017,47,419,6,0,1.43,1.43,0
6033,States,Rhode Island,2017,47,X,X,X,X,X,X
6034,States,South Carolina,2017,47,418,11,2,3.11,2.63,0.48
6035,States,South Dakota,2017,47,56,0,0,0,0,0
6036,States,Tennessee,2017,47,213,11,9,9.39,5.16,4.23
6037,States,Texas,2017,47,2342,160,58,9.31,6.83,2.48
6038,States,Utah,2017,47,679,42,3,6.63,6.19,0.44
6039,States,Vermont,2017,47,102,1,0,0.98,0.98,0
6040,States,Virginia,2017,47,180,6,0,3.33,3.33,0
6041,States,Washington,2017,47,838,26,8,4.06,3.1,0.95
6042,States,West Virginia,2017,47,533,14,5,3.56,2.63,0.94
6043,States,Wisconsin,2017,47,797,32,2,4.27,4.02,0.25
6044,States,Wyoming,2017,47,X,X,X,X,X,X
6045,States,Puerto Rico,2017,47,0,0,0,0,0,0
6046,States,Virgin Islands,2017,47,X,X,X,X,X,X
6047,States,New York City,2017,47,X,X,X,X,X,X
6048,States,Alabama,2017,48,779,20,21,5.26,2.57,2.7
6049,States,Alaska,2017,48,20,4,0,20,20,0
6050,States,Arizona,2017,48,266,17,1,6.77,6.39,0.38
6051,States,Arkansas,2017,48,136,17,4,15.44,12.5,2.94
6052,States,California,2017,48,1439,192,21,14.8,13.34,1.46
6053,States,Colorado,2017,48,674,75,3,11.57,11.13,0.45
6054,States,Connecticut,2017,48,479,4,1,1.04,0.84,0.21
6055,States,Delaware,2017,48,223,17,0,7.62,7.62,0
6056,States,District of Columbia,2017,48,X,X,X,X,X,X
6057,States,Florida,2017,48,X,X,X,X,X,X
6058,States,Georgia,2017,48,1053,58,4,5.89,5.51,0.38
6059,States,Hawaii,2017,48,270,24,5,10.74,8.89,1.85
6060,States,Idaho,2017,48,91,8,7,16.48,8.79,7.69
6061,States,Illinois,2017,48,353,29,4,9.35,8.22,1.13
6062,States,Indiana,2017,48,262,10,5,5.73,3.82,1.91
6063,States,Iowa,2017,48,208,20,0,9.62,9.62,0
6064,States,Kansas,2017,48,93,1,0,1.08,1.08,0
6065,States,Kentucky,2017,48,451,5,4,2,1.11,0.89
6066,States,Louisiana,2017,48,645,87,15,15.81,13.49,2.33
6067,States,Maine,2017,48,77,7,0,9.09,9.09,0
6068,States,Maryland,2017,48,199,4,3,3.52,2.01,1.51
6069,States,Massachusetts,2017,48,704,10,8,2.56,1.42,1.14
6070,States,Michigan,2017,48,1206,44,2,3.81,3.65,0.17
6071,States,Minnesota,2017,48,416,31,3,8.17,7.45,0.72
6072,States,Mississippi,2017,48,172,10,1,6.4,5.81,0.58
6073,States,Missouri,2017,48,717,22,8,4.18,3.07,1.12
6074,States,Montana,2017,48,121,6,2,6.61,4.96,1.65
6075,States,Nebraska,2017,48,147,10,0,6.8,6.8,0
6076,States,Nevada,2017,48,52,6,1,13.46,11.54,1.92
6077,States,New Hampshire,2017,48,X,X,X,X,X,X
6078,States,New Jersey,2017,48,X,X,X,X,X,X
6079,States,New Mexico,2017,48,565,59,4,11.15,10.44,0.71
6080,States,New York,2017,48,2282,39,36,3.29,1.71,1.58
6081,States,North Carolina,2017,48,388,10,10,5.15,2.58,2.58
6082,States,North Dakota,2017,48,X,X,X,X,X,X
6083,States,Ohio,2017,48,1859,81,12,5,4.36,0.65
6084,States,Oklahoma,2017,48,311,9,1,3.22,2.89,0.32
6085,States,Oregon,2017,48,473,55,12,14.16,11.63,2.54
6086,States,Pennsylvania,2017,48,476,8,2,2.1,1.68,0.42
6087,States,Rhode Island,2017,48,X,X,X,X,X,X
6088,States,South Carolina,2017,48,492,10,4,2.85,2.03,0.81
6089,States,South Dakota,2017,48,69,3,0,4.35,4.35,0
6090,States,Tennessee,2017,48,263,8,3,4.18,3.04,1.14
6091,States,Texas,2017,48,2714,214,76,10.69,7.89,2.8
6092,States,Utah,2017,48,726,55,4,8.13,7.58,0.55
6093,States,Vermont,2017,48,126,5,1,4.76,3.97,0.79
6094,States,Virginia,2017,48,255,5,1,2.35,1.96,0.39
6095,States,Washington,2017,48,931,31,11,4.51,3.33,1.18
6096,States,West Virginia,2017,48,533,13,5,3.38,2.44,0.94
6097,States,Wisconsin,2017,48,1067,72,12,7.87,6.75,1.12
6098,States,Wyoming,2017,48,X,X,X,X,X,X
6099,States,Puerto Rico,2017,48,0,0,0,0,0,0
6100,States,Virgin Islands,2017,48,X,X,X,X,X,X
6101,States,New York City,2017,48,X,X,X,X,X,X
6102,States,Alabama,2017,49,728,21,16,5.08,2.88,2.2
6103,States,Alaska,2017,49,20,7,0,35,35,0
6104,States,Arizona,2017,49,342,35,3,11.11,10.23,0.88
6105,States,Arkansas,2017,49,198,47,4,25.76,23.74,2.02
6106,States,California,2017,49,1807,336,42,20.92,18.59,2.32
6107,States,Colorado,2017,49,680,75,4,11.62,11.03,0.59
6108,States,Connecticut,2017,49,494,6,1,1.42,1.21,0.2
6109,States,Delaware,2017,49,217,15,2,7.83,6.91,0.92
6110,States,District of Columbia,2017,49,X,X,X,X,X,X
6111,States,Florida,2017,49,X,X,X,X,X,X
6112,States,Georgia,2017,49,1095,75,10,7.76,6.85,0.91
6113,States,Hawaii,2017,49,218,27,2,13.3,12.39,0.92
6114,States,Idaho,2017,49,103,11,5,15.53,10.68,4.85
6115,States,Illinois,2017,49,414,51,2,12.8,12.32,0.48
6116,States,Indiana,2017,49,251,14,4,7.17,5.58,1.59
6117,States,Iowa,2017,49,231,27,1,12.12,11.69,0.43
6118,States,Kansas,2017,49,84,3,0,3.57,3.57,0
6119,States,Kentucky,2017,49,482,16,3,3.94,3.32,0.62
6120,States,Louisiana,2017,49,934,119,18,14.67,12.74,1.93
6121,States,Maine,2017,49,82,8,1,10.98,9.76,1.22
6122,States,Maryland,2017,49,197,8,3,5.58,4.06,1.52
6123,States,Massachusetts,2017,49,727,13,7,2.75,1.79,0.96
6124,States,Michigan,2017,49,1174,68,11,6.73,5.79,0.94
6125,States,Minnesota,2017,49,505,45,1,9.11,8.91,0.2
6126,States,Mississippi,2017,49,111,8,0,7.21,7.21,0
6127,States,Missouri,2017,49,731,49,32,11.08,6.7,4.38
6128,States,Montana,2017,49,120,9,0,7.5,7.5,0
6129,States,Nebraska,2017,49,173,19,1,11.56,10.98,0.58
6130,States,Nevada,2017,49,38,9,0,23.68,23.68,0
6131,States,New Hampshire,2017,49,X,X,X,X,X,X
6132,States,New Jersey,2017,49,X,X,X,X,X,X
6133,States,New Mexico,2017,49,2073,167,293,22.19,8.06,14.13
6134,States,New York,2017,49,2467,55,53,4.38,2.23,2.15
6135,States,North Carolina,2017,49,461,16,8,5.21,3.47,1.74
6136,States,North Dakota,2017,49,X,X,X,X,X,X
6137,States,Ohio,2017,49,2186,126,18,6.59,5.76,0.82
6138,States,Oklahoma,2017,49,350,18,1,5.43,5.14,0.29
6139,States,Oregon,2017,49,587,81,21,17.38,13.8,3.58
6140,States,Pennsylvania,2017,49,513,6,4,1.95,1.17,0.78
6141,States,Rhode Island,2017,49,X,X,X,X,X,X
6142,States,South Carolina,2017,49,471,18,4,4.67,3.82,0.85
6143,States,South Dakota,2017,49,85,1,0,1.18,1.18,0
6144,States,Tennessee,2017,49,266,11,2,4.89,4.14,0.75
6145,States,Texas,2017,49,2800,399,96,17.68,14.25,3.43
6146,States,Utah,2017,49,735,66,2,9.25,8.98,0.27
6147,States,Vermont,2017,49,125,3,3,4.8,2.4,2.4
6148,States,Virginia,2017,49,266,14,0,5.26,5.26,0
6149,States,Washington,2017,49,985,71,17,8.93,7.21,1.73
6150,States,West Virginia,2017,49,625,27,3,4.8,4.32,0.48
6151,States,Wisconsin,2017,49,1182,80,9,7.53,6.77,0.76
6152,States,Wyoming,2017,49,X,X,X,X,X,X
6153,States,Puerto Rico,2017,49,0,0,0,0,0,0
6154,States,Virgin Islands,2017,49,X,X,X,X,X,X
6155,States,New York City,2017,49,X,X,X,X,X,X
6156,States,Alabama,2017,50,947,95,28,12.99,10.03,2.96
6157,States,Alaska,2017,50,X,X,X,X,X,X
6158,States,Arizona,2017,50,372,50,1,13.71,13.44,0.27
6159,States,Arkansas,2017,50,294,82,7,30.27,27.89,2.38
6160,States,California,2017,50,2336,601,73,28.85,25.73,3.13
6161,States,Colorado,2017,50,871,115,7,14.01,13.2,0.8
6162,States,Connecticut,2017,50,596,26,3,4.87,4.36,0.5
6163,States,Delaware,2017,50,279,18,9,9.68,6.45,3.23
6164,States,District of Columbia,2017,50,X,X,X,X,X,X
6165,States,Florida,2017,50,X,X,X,X,X,X
6166,States,Georgia,2017,50,1364,131,23,11.29,9.6,1.69
6167,States,Hawaii,2017,50,242,25,2,11.16,10.33,0.83
6168,States,Idaho,2017,50,124,23,8,25,18.55,6.45
6169,States,Illinois,2017,50,521,87,13,19.19,16.7,2.5
6170,States,Indiana,2017,50,378,34,13,12.43,8.99,3.44
6171,States,Iowa,2017,50,263,30,1,11.79,11.41,0.38
6172,States,Kansas,2017,50,99,7,1,8.08,7.07,1.01
6173,States,Kentucky,2017,50,581,45,7,8.95,7.75,1.2
6174,States,Louisiana,2017,50,1263,281,28,24.47,22.25,2.22
6175,States,Maine,2017,50,101,16,0,15.84,15.84,0
6176,States,Maryland,2017,50,252,25,3,11.11,9.92,1.19
6177,States,Massachusetts,2017,50,794,36,11,5.92,4.53,1.39
6178,States,Michigan,2017,50,1443,114,19,9.22,7.9,1.32
6179,States,Minnesota,2017,50,565,78,10,15.58,13.81,1.77
6180,States,Mississippi,2017,50,157,20,2,14.01,12.74,1.27
6181,States,Missouri,2017,50,866,68,9,8.89,7.85,1.04
6182,States,Montana,2017,50,97,7,1,8.25,7.22,1.03
6183,States,Nebraska,2017,50,225,23,1,10.67,10.22,0.44
6184,States,Nevada,2017,50,63,18,1,30.16,28.57,1.59
6185,States,New Hampshire,2017,50,X,X,X,X,X,X
6186,States,New Jersey,2017,50,X,X,X,X,X,X
6187,States,New Mexico,2017,50,595,103,19,20.5,17.31,3.19
6188,States,New York,2017,50,2562,102,75,6.91,3.98,2.93
6189,States,North Carolina,2017,50,537,16,3,3.54,2.98,0.56
6190,States,North Dakota,2017,50,X,X,X,X,X,X
6191,States,Ohio,2017,50,2700,368,34,14.89,13.63,1.26
6192,States,Oklahoma,2017,50,419,71,1,17.18,16.95,0.24
6193,States,Oregon,2017,50,820,203,60,32.07,24.76,7.32
6194,States,Pennsylvania,2017,50,571,15,4,3.33,2.63,0.7
6195,States,Rhode Island,2017,50,X,X,X,X,X,X
6196,States,South Carolina,2017,50,465,24,4,6.02,5.16,0.86
6197,States,South Dakota,2017,50,64,3,0,4.69,4.69,0
6198,States,Tennessee,2017,50,330,23,5,8.48,6.97,1.52
6199,States,Texas,2017,50,4050,882,185,26.35,21.78,4.57
6200,States,Utah,2017,50,765,93,8,13.2,12.16,1.05
6201,States,Vermont,2017,50,164,16,2,10.98,9.76,1.22
6202,States,Virginia,2017,50,277,15,2,6.14,5.42,0.72
6203,States,Washington,2017,50,1130,109,27,12.04,9.65,2.39
6204,States,West Virginia,2017,50,722,82,6,12.19,11.36,0.83
6205,States,Wisconsin,2017,50,1339,140,8,11.05,10.46,0.6
6206,States,Wyoming,2017,50,X,X,X,X,X,X
6207,States,Puerto Rico,2017,50,0,0,0,0,0,0
6208,States,Virgin Islands,2017,50,X,X,X,X,X,X
6209,States,New York City,2017,50,X,X,X,X,X,X
6210,States,Alabama,2017,51,1435,292,39,23.07,20.35,2.72
6211,States,Alaska,2017,51,X,X,X,X,X,X
6212,States,Arizona,2017,51,400,102,4,26.5,25.5,1
6213,States,Arkansas,2017,51,415,136,17,36.87,32.77,4.1
6214,States,California,2017,51,3143,917,156,34.14,29.18,4.96
6215,States,Colorado,2017,51,1268,245,28,21.53,19.32,2.21
6216,States,Connecticut,2017,51,687,49,11,8.73,7.13,1.6
6217,States,Delaware,2017,51,324,29,19,14.81,8.95,5.86
6218,States,District of Columbia,2017,51,X,X,X,X,X,X
6219,States,Florida,2017,51,X,X,X,X,X,X
6220,States,Georgia,2017,51,1949,301,44,17.7,15.44,2.26
6221,States,Hawaii,2017,51,242,25,4,11.98,10.33,1.65
6222,States,Idaho,2017,51,162,28,17,27.78,17.28,10.49
6223,States,Illinois,2017,51,731,199,9,28.45,27.22,1.23
6224,States,Indiana,2017,51,509,85,29,22.4,16.7,5.7
6225,States,Iowa,2017,51,371,72,4,20.49,19.41,1.08
6226,States,Kansas,2017,51,123,18,3,17.07,14.63,2.44
6227,States,Kentucky,2017,51,700,80,12,13.14,11.43,1.71
6228,States,Louisiana,2017,51,1856,506,49,29.9,27.26,2.64
6229,States,Maine,2017,51,95,23,0,24.21,24.21,0
6230,States,Maryland,2017,51,314,35,8,13.69,11.15,2.55
6231,States,Massachusetts,2017,51,918,55,29,9.15,5.99,3.16
6232,States,Michigan,2017,51,1762,253,14,15.15,14.36,0.79
6233,States,Minnesota,2017,51,693,146,10,22.51,21.07,1.44
6234,States,Mississippi,2017,51,163,19,2,12.88,11.66,1.23
6235,States,Missouri,2017,51,1103,214,29,22.03,19.4,2.63
6236,States,Montana,2017,51,123,12,1,10.57,9.76,0.81
6237,States,Nebraska,2017,51,277,53,5,20.94,19.13,1.81
6238,States,Nevada,2017,51,81,26,2,34.57,32.1,2.47
6239,States,New Hampshire,2017,51,X,X,X,X,X,X
6240,States,New Jersey,2017,51,X,X,X,X,X,X
6241,States,New Mexico,2017,51,907,205,27,25.58,22.6,2.98
6242,States,New York,2017,51,2887,210,115,11.26,7.27,3.98
6243,States,North Carolina,2017,51,818,60,29,10.88,7.33,3.55
6244,States,North Dakota,2017,51,X,X,X,X,X,X
6245,States,Ohio,2017,51,3801,760,69,21.81,19.99,1.82
6246,States,Oklahoma,2017,51,512,92,2,18.36,17.97,0.39
6247,States,Oregon,2017,51,1499,416,138,36.96,27.75,9.21
6248,States,Pennsylvania,2017,51,573,21,6,4.71,3.66,1.05
6249,States,Rhode Island,2017,51,X,X,X,X,X,X
